Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
707,2092,A,,,,9478278968,9478278968,76211231691,1666444178,168
708,3441,A,,,,9477776855,9477776855,1.53894E+11,1514176503,227
709,1200,A,,,,9477475506,9477475506,1.44893E+11,1888074148,207
710,3892,A,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,9475943001,9475943001,42485318372,488406362,291
711,2209,A,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9474819606,9474819606,1.00383E+11,1442150985,179
712,2272,A,,,,9473668755,9473668755,1.76798E+11,2008370746,183
713,2872,A,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9473038966,9458805714,2.30921E+11,1749411572,254
714,2393,A,,,,9468203393,9468203393,2.21736E+11,2323311656,199
715,1349,A,,,,9464004040,9456707906,1.78961E+11,1868717033,180
716,3785,A,,,,9460469691,9460469691,44581615862,851465111,280
717,3902,A,,,,9455641671,8719998297,35129114709,453754155,259
718,2717,A,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9453040216,9452861392,2.63282E+11,1960251335,300
719,2014,A,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9450312670,9450312670,2.64959E+11,2388038407,229
720,1800,A,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9443579451,9440508802,2.87841E+11,1858035609,195
721,1122,A,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9442849192,9442377520,1.76384E+11,2199499999,181
722,3077,A,,,,9441762679,9441762679,1.3701E+11,1595598452,189
723,3475,A,,,,9432178827,9432178827,2.44611E+11,1777785183,252
724,3244,A,,,,9428486953,9428486953,1.33656E+11,1732122190,209
725,3629,A,,,,9428196782,9000851368,1.8331E+11,1610497472,264
726,3438,A,,,,9426424199,9426424199,1.30056E+11,1674830658,191
727,1356,A,,,,9425781151,9411697663,1.69787E+11,1881289039,158
728,3533,A,,,,9424767032,9420274342,2.06974E+11,1521151102,213
729,3129,A,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9418987325,9406465713,4.10022E+11,2469493988,155
730,2362,A,C13238 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9418644446,9418644446,1.5631E+11,1803118964,186
731,2163,A,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9417455353,9357486295,2.43655E+11,1794482966,180
732,2669,A,,,,9413694313,9413694313,1.86965E+11,1739873814,195
733,3668,B,,,,9410289157,6932851427,1.65951E+11,1024644040,187
734,2995,B,,,,9407591387,9407591387,2.8318E+11,1836904002,221
735,1459,B,,,,9405942749,8345788132,1.90859E+11,1743160915,152
736,1506,B,,,,9398470902,9395411304,3.41726E+11,2302899801,203
737,3008,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9394367424,8519172286,1.52191E+11,1688894931,195
738,2629,B,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9389197096,9382147919,1.18646E+11,1481987012,199
739,3485,B,,,,9380097805,9379135754,1.12563E+11,1241423312,221
740,1444,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9379598898,9379072742,1.66243E+11,1906884948,175
741,3380,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9378813370,9372388052,1.86581E+11,1532011946,238
742,3588,B,,,,9377807478,9377807478,1.07833E+11,1195017189,214
743,3246,B,,,,9374953529,9374953529,71591677074,1513993253,206
744,1780,B,,,,9372684412,9372684412,2.37102E+11,1663477517,280
745,2726,B,,,,9370735621,9370735621,1.18885E+11,1491534355,166
746,3928,B,,,,9369721650,8842465939,50869595070,440055583,261
747,3795,B,,,,9356376471,9354189243,1.68312E+11,1255341434,248
748,3467,B,,,,9356058722,9356058722,1.79741E+11,1369461319,217
749,2678,B,,,,9355833996,9355833996,1.44764E+11,1512991213,221
750,2281,B,,,,9355373853,8604105772,1.09207E+11,1533752606,175
751,2829,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9353916249,7615961379,2.66904E+11,1625765811,159
752,2821,B,,,,9352078445,9352078445,1.61948E+11,1616762713,215
753,3292,B,,,,9351109370,9351109370,2.78162E+11,1899592038,210
754,1400,B,,,,9350808252,9350808252,55032131010,1308586176,169
755,3045,B,,,,9345361033,7743844770,1.18435E+11,1274961484,159
756,3814,B,,,,9343396944,9343396944,40933239950,635127036,295
757,3636,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9333225598,9333225598,2.7302E+11,1548107576,257
758,2909,B,,,,9330318098,9330318098,2.86663E+11,2037856982,221
759,3617,B,,,,9322522681,9322522681,1.41427E+11,1684519037,222
760,2124,B,,,,9320769115,9320769115,2.08834E+11,2091301213,183
761,2837,B,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9318774039,8364858146,1.1767E+11,1577383049,145
762,1500,B,,,,9316476727,9271324210,5.02555E+11,2610169731,178
763,2242,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9314285485,9285943165,2.36787E+11,1597052392,244
764,2205,B,,,,9309551578,7266114793,1.82117E+11,1443816376,137
765,1787,B,,,,9305930834,9269824321,5.82352E+11,2764572399,274
766,1685,B,,,,9303364085,9303364085,2.29239E+11,1897998919,212
767,2576,B,,,,9299923254,9299923254,74051178242,1519662229,191
768,2784,B,,,,9299333832,9294294639,2.3799E+11,1763269643,207
769,3031,B,,,,9295331553,9294540031,2.32846E+11,1559728696,177
770,3544,B,,,,9294823484,8019317113,1.64377E+11,1290554151,212
771,2719,B,,,,9289652349,9289652349,2.01054E+11,1686618712,275
772,3479,B,,,,9287713102,9287713102,2.20669E+11,1561477255,300
773,2154,B,,,,9284588080,8882674160,1.01887E+11,1557284212,212
774,1938,B,C13233 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9281924187,9266146506,2.44283E+11,2025641186,181
775,2102,B,,,,9277910938,9271072085,2.59299E+11,1785002210,207
776,3747,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9277423932,7889739930,1.57597E+11,1324173238,174
777,1967,B,,,,9276748879,9276748879,1.19208E+11,1706896739,198
778,3843,B,,,,9274867148,9274867148,81260448107,738819612,224
779,3640,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9272772841,9272772841,1.52936E+11,1292164258,284
780,1702,B,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9272082821,9272082821,73255002327,1517535888,209
781,3574,B,C13231 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9256880539,7102339106,1.38305E+11,1167931839,142
782,1977,B,,,,9255067131,9255067131,1.08151E+11,1515244126,171
783,1966,B,,,,9254121492,9254121492,1.31668E+11,1480441170,198
784,2845,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9249768434,9249768434,1.06125E+11,1235439269,206
785,3519,B,,,,9244906474,8364397156,1.92217E+11,1379784114,234
786,3702,B,,,,9242611253,9242611253,1.4926E+11,1328747871,245
787,2946,B,,,,9242124795,9242124795,1.73469E+11,1466346887,206
788,2227,B,,,,9239219522,9239219522,1.2344E+11,1623287010,184
789,2633,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9229613132,9229107657,1.95979E+11,2101900860,191
790,3691,B,,,,9224990233,9221988561,1.19554E+11,1078231039,192
791,2355,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9222899396,9213879855,3.97186E+11,2473054453,254
792,2822,B,,,,9218319705,7829507345,1.35969E+11,1421635213,170
793,1907,B,,,,9214059497,9214059497,91360909176,1774978657,176
794,2953,B,,,,9213619081,9209744437,5.6349E+11,2489464254,181
795,1219,B,,,,9210537282,8931406413,1.16138E+11,1630710913,141
796,2044,B,,,,9206358216,9206358216,1.6792E+11,1641748254,196
797,1607,B,,,,9203313655,9203313655,1.20661E+11,1506080291,181
798,3773,B,,,,9190944119,8962271815,2.45361E+11,1396635986,229
799,2554,B,,,,9181358556,9181358556,62905173864,1434776365,186
800,1862,B,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9175702770,9170504989,1.00545E+11,1534692821,177
801,3855,B,,,,9169460822,9164557073,1.23064E+11,1055696116,264
802,3075,B,,,,9163985482,9163985482,2.49921E+11,1907960816,217
803,3675,B,,,,9161695119,9161695119,1.11221E+11,1470431889,240
804,3452,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9160990029,7591754349,2.47662E+11,1624532834,189
805,2195,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9160280738,8550183533,2.97161E+11,1768694254,196
806,2492,B,,,,9155070293,9131561129,2.06532E+11,1678083012,188
807,3506,B,,,,9153843026,9153843026,1.90217E+11,1573772617,235
808,3911,B,,,,9150614686,8188522615,46767733643,468337137,240
809,2452,B,,,,9149515714,9149515714,1.33513E+11,1636196300,207
810,2108,B,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9147675322,8202357769,1.44752E+11,1671593024,152
811,2832,B,C13234 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9141536358,8541183512,2.06919E+11,1577239769,227
812,2544,B,,,,9136625198,9133571326,6.27115E+11,2416444778,182
813,3459,B,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9136249167,8993155959,3.94977E+11,2351028310,172
814,2045,B,,,,9128115240,9125097214,2.49122E+11,1781856100,224
815,2598,B,,,,9126463200,9126463200,1.18494E+11,1346213019,238
816,3276,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9124805452,9124805452,1.26668E+11,1580775236,203
817,3400,B,,,,9124370408,9124370408,75263897558,1322582468,209
818,1909,B,,,,9122690309,9122690309,1.51548E+11,1901875511,164
819,1549,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9121605980,9112839467,2.7402E+11,2156343488,157
820,3209,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9114324828,9114324828,1.7079E+11,1424430951,253
821,1225,B,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9111662669,9109594161,53675718204,1029639535,160
822,3733,B,,,,9106105520,9106105520,61568816078,847208245,206
823,3490,B,,,,9105934201,9105934201,2.8309E+11,1691685536,193
824,2237,B,,,,9096281986,9084737238,2.0706E+11,1820035642,192
825,1417,B,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9095903243,9074675872,1.63449E+11,1675499962,135
826,3083,B,,,,9094250874,9094037917,3.2029E+11,1733269859,165
827,2693,B,C13236 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9089085479,9089085479,3.01882E+11,2015544305,187
828,3084,B,,,,9087406407,7679278673,1.11727E+11,1285240160,152
829,3272,B,,,,9086717627,9086717627,69912568585,1044628124,169
830,1805,B,,,,9086595569,9086595569,2.87419E+11,2090333832,207
831,1147,B,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9084736364,9084736364,1.36421E+11,1904590162,167
832,3738,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9079087940,9079087940,1.57073E+11,1167714605,246
833,2677,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9078384034,9077774637,2.24169E+11,1728115951,244
834,3037,B,,,,9071961996,7731140257,98830432562,1216453820,188
835,3009,B,,,,9068804917,9039250699,2.48824E+11,1658398174,205
836,1759,B,,,,9064067298,9058998372,2.32061E+11,1974633632,193
837,2854,B,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9062666273,9062666273,1.74584E+11,1830345347,231
838,2737,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9062338850,7938642452,3.55663E+11,1910980928,202
839,2709,B,,,,9053928314,9040034582,3.42682E+11,1956289295,224
840,3657,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9043749119,9043749119,80105668169,983284533,196
841,3649,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9043694744,9043694744,1.08742E+11,1108933297,204
842,2960,B,,,,9042576221,9042576221,2.07648E+11,1794661285,200
843,1708,B,,,,9039735122,9030783223,76682530894,1654305428,177
844,1807,B,C13235 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9036293257,9005053934,5.92608E+11,3168393986,180
845,2456,B,,,,9028771777,9028771777,1.33653E+11,1655039228,211
846,1303,B,,,,9027599006,9027599006,1.13526E+11,1585308299,166
847,3615,B,C13209 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9021049886,8984117480,3.9654E+11,1557330174,178
848,3520,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9018852921,9012118837,2.48324E+11,1758579090,255
849,3924,B,,,,9018479800,9018479800,21481970734,394169974,300
850,2207,B,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,9011896438,9010185781,75371677889,1118953425,151
851,3416,B,,,,9009364960,7464926195,1.04923E+11,1130913768,150
852,2484,B,,,,9007687161,9007687161,2.31977E+11,1946673833,197
853,2175,B,,,,9003472957,8637060094,1.81312E+11,2026536643,183
854,3178,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8997227844,7687688627,1.6891E+11,1475334752,191
855,3173,B,,,,8996811061,8996811061,94504634672,1474877445,182
856,1367,B,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8994036636,8994036636,2.25658E+11,1824717703,243
857,2861,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8989258273,8989258273,88045950587,1671719315,189
858,2525,B,,,,8989075175,8977446195,2.5657E+11,1893705474,165
859,2003,B,,,,8988613101,8979082568,84248096276,1402254282,149
860,3609,B,,,,8986882251,8986882251,1.3002E+11,1040742082,186
861,2628,B,,,,8984432681,8984432681,2.57862E+11,1771820181,206
862,3269,B,,,,8982976789,8982976789,2.13346E+11,1772222562,197
863,3903,B,,,,8982297392,8982297392,54981126207,487082471,232
864,1652,B,,,,8979861493,8123713976,81915636195,1306906394,163
865,2536,B,,,,8979363135,8973467981,1.76136E+11,1809564045,193
866,3391,B,,,,8975534750,8975534750,78678718353,1206364052,179
867,1665,B,C13239 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8974098286,8974098286,3.00709E+11,2321576176,194
868,3558,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8971886005,8971886005,3.50068E+11,1959601634,233
869,2422,B,,,,8970996484,8970996484,2.72337E+11,2141295756,205
870,2651,B,,,,8968890174,8051239662,1.23199E+11,1279901346,200
871,1331,B,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8968593932,8952087413,4.32578E+11,2396305465,196
872,3685,B,,,,8958713294,8958713294,52704661529,791995482,229
873,1477,B,,,,8955393209,8953572737,12780868358,782382321,219
874,3910,B,,,,8945344731,7674336597,64305181063,444593379,211
875,3277,B,,,,8942278998,8940192670,2.71563E+11,1764315642,193
876,1919,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8941752502,8935037575,1.69596E+11,1656837235,165
877,2731,B,,,,8941652649,7862492721,1.26705E+11,1463893118,199
878,3047,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8939808433,8939808433,1.84858E+11,1870959638,209
879,1066,B,,,,8937782357,8937782357,71653316438,1595416166,163
880,3443,B,,,,8934143328,7276025122,1.86034E+11,1415658553,158
881,2071,B,,,,8931642830,8931642830,1.25722E+11,1794974536,191
882,2213,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8929325467,8929325467,2.73173E+11,1867367406,250
883,1958,B,,,,8929052824,8929052824,2.61053E+11,2048237007,177
884,2079,B,,,,8927879626,8918500948,3.39075E+11,2318476947,182
885,2606,B,,,,8923380432,8923380432,1.56849E+11,1735322499,210
886,1688,B,,,,8919516338,8919516338,3.05946E+11,2121515523,185
887,2951,B,,,,8918796393,8918796393,3.23189E+11,1669566586,210
888,2457,B,,,,8918519488,8912812094,55893498012,1099062218,159
889,2894,B,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8916297657,8912685015,64495062610,1337365025,193
890,3066,B,,,,8915468856,8915468856,2.44361E+11,1775098495,191
891,3323,B,,,,8911802271,8911802271,2.68406E+11,1814660493,161
892,2613,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8910008299,8910008299,1.35103E+11,1159472547,183
893,1502,B,,,,8906150713,8899994880,3.21329E+11,2204584996,161
894,3819,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8905051847,8905051847,48150614264,752115782,222
895,3120,B,,,,8903538538,8902188873,2.66418E+11,1766521090,300
896,3620,B,,,,8901315592,8901315592,1.12162E+11,1402627187,211
897,3447,B,,,,8898426863,8895568466,1.47172E+11,1676274152,223
898,2923,B,,,,8888597377,8888597377,2.3942E+11,1553069169,239
899,3486,B,,,,8884827807,8884827807,1.56939E+11,1580355242,220
900,3776,B,,,,8877413822,8235505388,60783733686,690785428,207
901,2950,B,,,,8876779247,8876779247,1.29246E+11,1433781772,196
902,1388,B,,,,8875497090,8614500889,1.82568E+11,1716664858,185
903,3824,B,,,,8872491781,8872491781,76025819251,803453140,217
904,1040,B,,,,8872354816,8870658653,1.0368E+11,1386107727,166
905,2979,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8869013496,8869013496,1.96298E+11,1458190767,225
906,2523,B,,,,8861512173,8861512173,1.40469E+11,1378497426,195
907,1189,B,,,,8855999917,8855999917,90916172071,1586368224,154
908,1533,B,,,,8853987441,8853987441,4.43535E+11,2169901185,175
909,2662,B,,,,8847282253,8847282253,1.26324E+11,1323277092,205
910,3226,B,,,,8844404005,8844404005,1.84105E+11,1603800255,181
911,1140,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8842180994,8842180994,1.54302E+11,1588858583,175
912,3097,B,,,,8838520623,8816315677,1.70965E+11,1149264247,217
913,2679,B,,,,8836928391,8836928391,1.90033E+11,1665567783,181
914,3117,B,,,,8835334951,8835334951,1.38665E+11,1520013679,168
915,1182,B,,,,8834807907,8811897864,5.23901E+11,2386255175,146
916,1701,B,,,,8832471190,5792607174,1.47311E+11,1041761094,148
917,3718,B,,,,8831051458,8831051458,1.15793E+11,1165677883,218
918,3711,B,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8830453559,8830453559,1.28909E+11,1318213958,221
919,1661,B,,,,8828989353,8804954631,2.10315E+11,1870089014,170
920,2258,B,,,,8828290501,8828290501,81640792467,1580023731,182
921,3923,B,,,,8827151664,8827151664,79801462901,475939130,226
922,3566,B,,,,8824319420,8824319420,1.54458E+11,1466954194,221
923,2448,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8811032473,8808312062,2.29768E+11,2009232537,175
924,3465,B,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8804739059,8804739059,2.70529E+11,1764778120,205
925,2418,B,,,,8796920388,8796920388,1.1767E+11,1624140979,204
926,1037,B,,,,8795208341,8795208341,1.39071E+11,1397158580,171
927,1143,B,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8795188081,8795188081,46222078481,1212623952,162
928,3153,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8792489976,8792489976,1.29528E+11,1215247894,188
929,1809,B,,,,8790668484,8773086043,1.87198E+11,1696336598,156
930,3409,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8788914634,7500180106,1.78472E+11,1303635366,176
931,1128,B,,,,8787515429,8787515429,1.2606E+11,1872000685,161
932,3115,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8787435558,8787435558,1.23102E+11,1317029923,189
933,1734,B,,,,8786222571,8783887830,2.99533E+11,1947184060,188
934,1464,B,,,,8780678960,8780678960,2.12838E+11,1755196008,172
935,3666,B,,,,8780525015,7403360436,68011396493,918613741,181
936,3430,B,,,,8779154085,8779154085,1.72346E+11,1460822439,238
937,3366,B,,,,8777938598,8777938598,65395134339,1358587405,206
938,1130,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8777628078,8084644449,1.02627E+11,1493661666,153
939,2105,B,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8774810712,8774810712,1.02627E+11,1439412797,162
940,3726,B,,,,8773528820,8773528820,33311124704,629322659,223
941,1793,B,,,,8770169213,8749755337,2.55921E+11,2014290236,197
942,1407,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8768745477,8756496922,89430065090,1405950714,142
943,2335,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8767227664,8767227664,2.3978E+11,2010809478,234
944,2777,B,,,,8766493356,8762842008,1.13249E+11,1520648269,194
945,2128,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8763554592,8762109638,1.02122E+11,1494992925,172
946,3421,B,,,,8763059657,8761287038,2.61576E+11,1644787995,209
947,1694,B,,,,8762913022,8257755374,1.58562E+11,1556784076,181
948,3347,B,,,,8750148780,7540694779,1.1305E+11,1125858473,167
949,3543,B,C13212 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8746542250,8746542250,2.12829E+11,1464983723,222
950,2314,B,,,,8742874891,8742874891,2.05412E+11,1941108640,200
951,2340,B,C13210 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8739675439,8739675439,3.06161E+11,2101325599,164
952,1823,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8739639945,8739639945,1.94189E+11,1847087569,183
953,2596,B,,,,8738564795,8738564795,1.7049E+11,1680040393,214
954,3868,B,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,8735269525,8735269525,47600773809,458720393,233
955,1228,B,,,,8730053065,8730053065,5.88525E+11,2952575229,208
956,3264,B,,,,8729957556,8729957556,1.69521E+11,1596517671,204
957,3057,B,,,,8723829284,8723829284,1.10806E+11,1620883791,171
958,3694,B,,,,8721569675,8721569675,3.10755E+11,1820379420,197
959,1139,B,,,,8712223102,7845682832,1.52382E+11,1636576733,138
960,2462,B,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8709088264,8494602204,1.34144E+11,1553265398,194
961,1409,B,,,,8708341839,8708341839,1.01104E+11,1758138738,157
962,3176,B,,,,8706404468,8672904704,5.76728E+11,2091208688,204
963,1990,B,,,,8705248427,8705248427,3.54841E+11,2566781415,204
964,3346,B,,,,8705159963,8695089123,1.96134E+11,1389321393,216
965,3810,B,,,,8700437806,7758815415,78959458580,644226520,232
966,1102,B,,,,8697184171,8697184171,1.58756E+11,1612930025,177
967,3599,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8696613455,8696613455,3.96269E+11,1768956237,236
968,2735,B,,,,8693871735,8334689027,1.9482E+11,1461506603,270
969,1179,B,,,,8690334980,8690334980,1.2212E+11,1750538048,160
970,2454,B,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8690302870,8673596705,1.71555E+11,1531074427,195
971,2146,B,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8689557389,8689557389,1.16049E+11,1464891737,151
972,2578,B,,,,8688401214,8681701853,1.754E+11,1621942330,172
973,2917,B,,,,8687129735,8666153283,3.2723E+11,1924385929,165
974,3626,B,C13232 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8683564025,8683564025,1.32778E+11,1139340998,237
975,3132,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8681885933,8681885933,1.25373E+11,1445300065,212
976,1482,B,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8679890469,8679890469,1.66397E+11,2051934299,147
977,1382,B,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8679355077,8679355077,1.07282E+11,1693671290,145
978,2549,B,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8678519197,8659995047,3.49369E+11,2235539462,171
979,3565,B,,,,8673949192,8673949192,1.47771E+11,1384680401,216
980,3184,B,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8669818227,8669818227,1.01388E+11,1347874139,208
981,2490,B,,,,8668972928,8668972928,2.28496E+11,1789207941,202
982,3885,B,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,8666370051,8666370051,90274710029,621609645,214
983,2380,B,,,,8664517873,8655957801,1.35052E+11,1418383119,189
984,2616,B,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8661042862,8004038440,3.31034E+11,1779142841,239
985,3837,B,,,,8660828329,8660828329,1.2811E+11,812109207,207
986,1338,B,,,,8660645095,8660645095,1.25251E+11,1614143821,154
987,2088,B,,,,8658285170,8658285170,1.17279E+11,1932516069,166
988,2253,B,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8657030224,8657030224,1.15627E+11,1463138178,176
989,2694,B,,,,8655315274,8655275212,3.41755E+11,1881983558,240
990,3004,B,,,,8653647138,7828486759,3.02507E+11,1518753406,224
991,2842,B,C13237 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8652783332,7278239182,1.4398E+11,1318670940,150
992,3350,B,,,,8652500853,8641833542,3.92116E+11,1781437422,206
993,1383,B,,,,8651729080,8602175960,5.06959E+11,2331140955,166
994,2521,B,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8650955009,8650955009,1.15579E+11,1371146435,183
995,3770,B,,,,8647860017,8647860017,71428580384,924111456,220
996,3378,B,C13213 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8641642996,8632084163,1.60685E+11,1592170627,222
997,2331,B,,,,8634893599,8028428193,61947824984,1386535774,153
998,3169,B,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,8634061151,8629800570,1.63468E+11,1398044129,232
999,1565,B,,,,8628204284,8625627501,3.48889E+11,2187068738,183
