Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
2340,1658,D,,,,5496591602,5496137664,1.71643E+11,1400972043,99
2341,3236,D,,,,5494728192,5488963135,2.15744E+11,1060352149,120
2342,1014,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5491289164,5491289164,41265933194,605861076,143
2343,2631,D,,,,5488357560,5488357560,1.19278E+11,1155974559,107
2344,2447,D,,,,5486901881,5480568280,1.34087E+11,1340368000,87
2345,3082,D,,,,5485806999,5485806999,93775905143,957247042,122
2346,3122,D,,,,5484642701,5484642701,95913382265,989081483,101
2347,3056,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5480932940,5473015138,1.47341E+11,999049564,125
2348,1604,D,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5471677597,5471677597,1.21925E+11,1140748028,113
2349,1889,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5469228007,5469228007,42453347864,745242681,94
2350,1737,D,,,,5466214020,5466214020,91923240435,939517329,116
2351,1640,D,,,,5461690579,5461690579,1.05807E+11,1028377085,104
2352,1341,D,,,,5461000642,5461000642,60508527502,1234836407,108
2353,2361,D,,,,5460466981,5460466981,1.11653E+11,970326963,123
2354,3744,D,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5459060030,5459060030,70828220833,595458441,136
2355,1114,D,,,,5458540134,5458540134,63893302634,713377423,87
2356,2301,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5455605530,5455605530,1.54806E+11,1132885519,107
2357,2895,D,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5451337939,5451337939,37574657999,817475164,114
2358,3684,D,,,,5449540045,5449540045,1.12026E+11,698788180,126
2359,1740,D,C13243 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5446983492,5446983492,1.50026E+11,1422701245,114
2360,3457,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5443587665,5442277423,1.4792E+11,942424572,171
2361,1954,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5443086533,5443086533,81406415209,1019955491,101
2362,1113,D,,,,5440383231,5439119979,37675453466,776923271,93
2363,2873,D,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5439038347,5439038347,1.52145E+11,1291688496,109
2364,1886,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5435171939,5435171939,74824109136,1000987457,105
2365,1622,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5433959073,5433959073,1.20619E+11,1122664106,109
2366,2052,D,,,,5424340558,5420160566,1.1111E+11,1120691156,104
2367,1512,D,,,,5424102147,5283011800,93012648439,1230986725,91
2368,1803,D,,,,5422709993,5422709993,56987046173,876122510,114
2369,2077,D,,,,5421070579,5421070579,2.17279E+11,1366897834,120
2370,2409,D,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5418077063,5418077063,2.07651E+11,1561375785,104
2371,1410,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5414508537,5414508537,1.33983E+11,1400948900,97
2372,1857,D,,,,5412941573,5412941573,1.02699E+11,1004691638,107
2373,1081,D,,,,5406384246,5406384246,1.33275E+11,1172703584,104
2374,1763,D,,,,5395035208,5395035208,87276502744,995532403,90
2375,3631,D,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5393623949,5393623949,82946806493,761285162,131
2376,3476,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5391179668,5391179668,94189584704,882740769,137
2377,2974,D,,,,5388359913,5388359913,66111983120,884281790,105
2378,1636,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5382488317,5379020152,1.05739E+11,989629537,132
2379,3481,D,,,,5381714817,5381714817,82732173317,814998334,133
2380,1431,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5379238124,5378896040,65822412810,960702930,96
2381,2371,D,,,,5377562305,5376875021,96561263354,941661897,129
2382,2839,D,,,,5364867458,5361837924,1.16727E+11,1018139122,105
2383,1861,D,,,,5357948862,5357948862,1.66365E+11,1166450453,104
2384,3650,D,,,,5355595958,5355595958,49182267211,550574599,130
2385,2107,D,,,,5353159231,5345277608,93116419335,987627134,96
2386,1681,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5352008631,5346073860,74351111932,900169164,115
2387,1656,D,,,,5346185001,5346185001,69650694462,954457069,90
2388,2533,D,,,,5345489118,5345489118,1.18883E+11,1157465449,90
2389,2478,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5345293388,5345293388,1.28033E+11,1181736916,135
2390,1504,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5344756708,5341875657,1.96118E+11,1291236172,101
2391,2770,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5344182887,5344182887,61548159798,816881283,99
2392,2792,D,,,,5343394319,4904371121,74781223484,755496945,116
2393,1558,D,,,,5336647535,5313650200,95770255488,1261271598,91
2394,1086,D,,,,5336556828,5336556828,1.77184E+11,1219874875,97
2395,3270,D,,,,5334717087,5334717087,64852140429,751373543,117
2396,2082,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5334186511,5332948464,67566476239,726403230,91
2397,2862,D,,,,5324121937,4639954480,1.17173E+11,843143082,94
2398,3339,D,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5322998894,5294336509,2.0499E+11,1091540180,128
2399,2592,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5322754016,5316744243,1.27641E+11,932522494,125
2400,1508,D,,,,5322580181,5322509403,1.05751E+11,913321120,76
2401,1135,D,,,,5316717098,5316717098,1.42849E+11,1229557391,110
2402,1723,D,,,,5313513204,5030608344,21236397156,454186159,108
2403,2877,D,,,,5309814585,5309814585,2.05549E+11,1291085895,105
2404,3310,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5303205887,5303205887,1.58111E+11,888459387,153
2405,1698,D,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5302430894,5256140708,1.46048E+11,1035602847,89
2406,2438,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5299574396,5299574396,73412759270,798467746,122
2407,1677,D,,,,5299313206,5299313206,1.301E+11,1302672509,100
2408,2932,D,,,,5297748348,5297748348,74592557623,1026702763,123
2409,3024,D,,,,5287809365,5287809365,70153164209,878156339,126
2410,1375,D,,,,5285751692,5285751692,79845620153,1253856940,99
2411,1693,D,,,,5273570899,5268690171,41063798178,831833942,100
2412,2364,D,,,,5253142543,5253142543,59548689752,957362797,105
2413,2882,D,,,,5252371962,5251315776,66254472437,778247349,91
2414,2495,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5250407825,5250366613,1.09968E+11,977693865,107
2415,2474,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5249879394,5245409602,1.34186E+11,1171087627,81
2416,3214,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5248748639,5248748639,36937133514,666146214,120
2417,3139,D,,,,5239227021,5239227021,1.82776E+11,1195126837,130
2418,2850,D,,,,5230641064,5230641064,87799926872,1048166819,123
2419,2223,D,,,,5229908781,5229908781,1.28208E+11,1073108075,125
2420,2944,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5225741348,5225741348,68241963734,826164077,151
2421,2430,D,,,,5225373555,5086756009,63585349517,748011689,93
2422,1282,D,,,,5220503535,4570077572,1.22548E+11,1029900077,79
2423,2114,D,,,,5211851768,5211851768,2.44663E+11,1508945612,115
2424,1168,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5209751057,5207569413,2.90967E+11,1499209096,130
2425,1727,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5206817641,5186593377,78286091818,717035682,106
2426,3628,D,,,,5206714190,5206714190,1.0978E+11,945336769,113
2427,1855,D,,,,5205453507,5205453507,92457391642,1094824697,117
2428,1531,D,,,,5204355470,5189385151,1.49254E+11,1166673267,99
2429,2574,D,,,,5203486091,5203486091,1.2474E+11,1133551633,108
2430,3455,D,,,,5203449510,5203449510,1.00775E+11,1021108242,111
2431,1901,D,,,,5195276644,5195080370,78772860558,776601105,105
2432,2515,D,,,,5194929317,5194929317,87611959183,946169377,92
2433,2136,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5194901394,5194901394,54543422974,882983395,103
2434,1951,D,,,,5192450592,5192450592,1.13434E+11,1169068437,89
2435,2733,D,,,,5190131465,5190131465,93936951611,1011616842,129
2436,1545,D,,,,5187386430,5159741634,3.16585E+11,1536451523,103
2437,1610,D,,,,5187073203,5171204649,67317794512,843461825,83
2438,1692,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5183298698,5181970721,67483241768,816012356,111
2439,1089,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5175892923,5175892923,1.43611E+11,1046863706,91
2440,2255,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5165745392,5153614300,62442494907,787357366,85
2441,2473,D,,,,5163770115,5163770115,1.37948E+11,1236863355,119
2442,2527,D,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5162127927,5162127927,1.57297E+11,1031474333,112
2443,1210,D,,,,5161358278,5160553199,1.43831E+11,1232935083,106
2444,1172,D,,,,5159476234,5159476234,1.33111E+11,1110299998,93
2445,1646,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5152218292,5152218292,88394806148,929375887,99
2446,1918,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5148858053,5148858053,1.15678E+11,1072163450,112
2447,1917,D,,,,5147586861,5147586861,54201188960,775949930,154
2448,1697,D,,,,5147499221,5147499221,67739943010,875106681,93
2449,1347,D,,,,5145293483,3068464359,36890476148,495775435,105
2450,3254,D,,,,5143890650,5143890650,1.07166E+11,1101685321,101
2451,3644,D,,,,5141491004,5141491004,90234767141,670654740,126
2452,3480,D,,,,5140720107,5140720107,59909620486,732550157,120
2453,1743,D,,,,5136974663,5136974663,83560727206,1022615434,101
2454,2547,D,,,,5135924114,5135924114,1.39783E+11,1215735825,90
2455,1910,D,,,,5135897642,5132952451,1.94956E+11,972692107,155
2456,2131,D,,,,5133434181,5133434181,61599739994,707041355,87
2457,2472,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5132408610,5132408610,1.31934E+11,1072758415,142
2458,1391,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5124235211,5124235211,61732262996,898878447,91
2459,2067,D,,,,5116978323,5108669958,93040639921,1105886477,89
2460,1598,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5113892476,5109672768,1.5448E+11,1099964716,102
2461,3102,D,,,,5110997048,5109485265,1.53295E+11,982417423,130
2462,2219,D,,,,5109433883,4736350561,81096843665,928617974,99
2463,2884,D,,,,5108919645,5108919645,55144335179,787420209,116
2464,1021,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5106327323,5087447314,2.01936E+11,1417129528,93
2465,3439,D,,,,5095883441,5095883441,49820895317,736560258,138
2466,2881,D,,,,5091913423,5091913423,85724555002,892905580,114
2467,1193,D,,,,5083218275,5054212431,2.23504E+11,1342773087,77
2468,2559,D,,,,5078413896,5078413896,1.15986E+11,1172932930,128
2469,2104,D,,,,5074472597,5069021921,95475120484,1079468273,87
2470,3101,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5065229761,5065229761,88202934849,1038833219,116
2471,3554,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5063829462,5063829462,75090422877,738870966,127
2472,2485,D,,,,5060487587,5051958623,1.21281E+11,1137632915,119
2473,2383,D,,,,5059962193,5059962193,44242135653,749605242,106
2474,1478,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5059277183,5035849115,87067633503,913061452,61
2475,2015,D,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5058735498,5058735498,1.09217E+11,1157966238,95
2476,2870,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5055651043,5055651043,97624084251,1090183502,121
2477,1494,D,,,,5052649812,5036123147,18927714066,450878780,87
2478,3015,D,,,,5038114602,5038114602,56936122935,896821983,115
2479,2214,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5036948709,5036948709,79317544641,778187331,103
2480,1412,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5036676645,5036676645,77039993865,1162747212,106
2481,1028,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5036584473,5033425371,58519596291,779238563,84
2482,2166,D,,,,5033193200,5022866946,50374854282,795065540,99
2483,3172,D,,,,5030270558,5030270558,1.37691E+11,1135016853,102
2484,2947,D,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5019832090,5019832090,75638441096,745815259,122
2485,1107,D,,,,5018894021,5018894021,56248072391,717709361,97
2486,2502,D,,,,5012577071,5012577071,92926764463,1083102628,98
2487,1466,D,,,,5010214663,5010214663,72960426991,874145640,101
2488,2901,D,,,,5004718517,5004718517,1.39209E+11,1040773677,104
2489,2206,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4999845616,4999845616,1.98847E+11,1302571793,124
2490,3396,D,,,,4999708412,4999708412,45442670542,584311986,131
2491,2898,D,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4993940965,4993940965,87067016377,1038517643,107
2492,2860,D,,,,4988678028,4988678028,75710887778,925425373,105
2493,3306,D,,,,4986320397,4983739739,91875397458,802847380,134
2494,1704,D,,,,4972191554,4965873381,1.10076E+11,923359756,77
2495,1263,D,,,,4945706464,4945706464,60804791473,823609613,95
2496,2712,D,,,,4943318246,4943318246,59139352213,723289227,103
2497,1439,D,,,,4941815606,4939100918,1.03972E+11,901854822,87
2498,3344,D,,,,4941634358,4941634358,1.28562E+11,875198884,101
2499,3148,D,,,,4941285582,4941285582,49104417460,824829917,110
2500,1401,D,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4932324260,4932324260,1.43815E+11,1114558136,85
2501,3545,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4929009047,4929009047,83838155520,945187981,130
2502,1798,D,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4924567909,4924567909,1.69901E+11,1044378151,99
2503,1795,D,,,,4924023209,4924023209,41344983768,633376959,96
2504,1706,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4918811344,4918811344,1.75734E+11,1323506833,111
2505,2220,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4913612062,4913612062,1.11706E+11,1025420396,99
2506,2587,D,,,,4905320794,4904911033,16051464048,387480081,86
2507,1519,D,,,,4905040703,4905040703,1.07857E+11,1093430116,107
2508,2866,D,,,,4904963507,4904963507,60001851341,775513194,95
2509,1384,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4897549083,4877924695,87387009290,890985555,67
2510,1738,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4896524274,4896524274,1.00868E+11,950437643,91
2511,2579,D,,,,4894018490,4894018490,1.77023E+11,1141389124,93
2512,3681,D,,,,4890676310,4890676310,40107832178,508860609,120
2513,2129,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4888652805,4888652805,48569452149,619469375,97
2514,1965,D,,,,4887476203,4887476203,65599640653,793296056,110
2515,2673,D,,,,4887062349,4887062349,58797476824,694604692,114
2516,1448,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4883357569,4883357569,78089049884,992021470,92
2517,2339,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4879812980,4879812980,66723298152,1029368399,92
2518,2604,D,,,,4875035901,4875035901,1.7545E+11,1071951196,107
2519,3750,D,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4867715110,4867715110,23291295870,364084493,142
2520,2967,D,,,,4859314707,4859314707,88291423190,901954087,91
2521,3285,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4856190540,4856190540,82732891578,761111775,112
2522,2185,D,,,,4853462641,4853462641,67986214675,759763257,84
2523,1429,D,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4850960068,4850960068,1.43254E+11,1169583111,108
2524,1061,D,,,,4850179120,4850179120,50598997795,932379609,93
2525,2546,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4842434635,4842434635,51885032231,865395580,91
2526,1019,D,,,,4839230443,4839230443,1.19111E+11,1040885120,102
2527,1395,D,,,,4833016399,4168397109,56378348495,704122346,85
2528,1890,D,,,,4831276772,4830444304,1.15509E+11,977427029,88
2529,2106,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4829174105,4829174105,1.61379E+11,1011352823,108
2530,2086,D,,,,4828301732,4828301732,79930855976,992191955,94
2531,2296,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4826730822,4826730822,1.98549E+11,1283476623,133
2532,1267,D,,,,4825861768,4825861768,65549879381,702753916,81
2533,3829,D,C13216 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4808481303,4808481303,86647207179,594146186,127
2534,2535,D,,,,4798968129,4797456903,1.02434E+11,860445511,121
2535,1062,D,,,,4798002606,4798002606,1.49107E+11,1079024901,107
2536,3591,D,,,,4774266122,4774266122,48038448958,575688978,118
2537,1712,D,,,,4773945299,4770747468,42945421618,519573035,70
2538,2125,D,,,,4771201642,4715707355,1.30293E+11,924395824,85
2539,1987,D,,,,4763033683,4740593824,1.97699E+11,1223194624,85
2540,2130,D,,,,4759134846,4756327034,79414696292,890341738,101
2541,1561,D,,,,4758119480,4758119480,48008557638,899565649,92
2542,2439,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4757633424,4756901320,39319045968,614783858,70
2543,1125,D,,,,4748228200,4708589277,61670052393,647665172,81
2544,3278,D,,,,4747266255,4740146069,1.48262E+11,903351833,128
2545,2800,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4746011072,4746011072,69841384586,698469777,108
2546,1083,D,,,,4735820017,4735820017,51873551098,978477657,74
2547,2491,D,,,,4728380387,4728380387,48528033201,696337499,84
2548,2198,D,,,,4721650109,4721650109,1.18974E+11,885672782,114
2549,2732,D,,,,4720300946,4720300946,49695779730,769775591,104
2550,1405,D,,,,4718108213,4718108213,61305190953,867133564,84
2551,2897,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4717389821,4717389821,1.74277E+11,1170282589,113
2552,1845,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4714388401,4714388401,57542379940,878578055,84
2553,1254,D,,,,4705776680,4705776680,86435218963,985562184,94
2554,1781,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4700999021,4700999021,1.4739E+11,1100171928,97
2555,2764,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4696784846,4696784846,93372500730,831288688,124
2556,2287,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4692776474,4692776474,96452305611,969159484,82
2557,3547,D,,,,4692494410,4692494410,78539214507,714043821,136
2558,3010,D,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4687212542,4687212542,1.20824E+11,792260326,117
2559,2793,D,,,,4674315947,4674315947,80041141987,926573492,93
2560,3433,D,,,,4672586527,4672586527,1.17569E+11,784148428,117
2561,1619,D,,,,4667101360,4648666796,1.81889E+11,1061732343,60
2562,1715,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4661985618,4661756999,1.12898E+11,813400988,89
2563,2268,D,,,,4659774000,4659774000,48752080570,939307892,101
2564,1077,D,,,,4642545274,4366367767,84052749438,944458367,78
2565,2429,D,,,,4635514978,4635514978,65024571587,998018052,99
2566,3359,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4632948678,4632948678,91281558084,750517567,106
2567,2513,D,,,,4632612570,4606886544,76984696878,719005622,93
2568,1050,D,,,,4627825419,4627825419,1.15668E+11,1022756602,78
2569,2817,D,,,,4621632447,4268856665,49540825543,710560324,87
2570,1773,D,,,,4619840556,4619840556,74420092150,858163520,89
2571,1571,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4613358075,4608752611,45755962981,617141829,87
2572,2336,D,,,,4607464842,4595708817,1.26954E+11,933495634,102
2573,1476,D,,,,4599179687,4598754796,48577692238,701023840,72
2574,2289,D,,,,4594862504,4594862504,1.30821E+11,1034850155,100
2575,1471,D,,,,4592917228,4592917228,60190578488,766401049,85
2576,2169,D,,,,4592708892,4592708892,69645105767,992259686,76
2577,3149,D,,,,4586287205,4586287205,33378902061,640707606,105
2578,1596,D,,,,4585867269,4575239909,1.91179E+11,1395401442,110
2579,3243,D,,,,4581793280,4581793280,58797162436,662685410,116
2580,2704,D,,,,4581383434,4581383434,1.33983E+11,943061509,93
2581,2372,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4578158645,4568712674,77713537546,903939912,86
2582,1628,D,,,,4576365105,4576365105,47562641650,760953218,81
2583,1313,D,,,,4576339351,4576339351,87160026644,867365540,90
2584,2147,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4572202754,4572202754,1.14236E+11,936324880,91
2585,1108,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4568332232,4568332232,49470584816,756771500,81
2586,1669,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4564360050,4564360050,63669181583,820727233,85
2587,1248,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4560629269,4560629269,48593934683,878671078,88
2588,2216,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4559271292,4559271292,67885672023,846899728,79
2589,2722,D,,,,4558864203,4558864203,79030580252,821968400,104
2590,3161,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4557933661,4557933661,2.3899E+11,1104886388,86
2591,1207,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4557913899,4557913899,53191583888,744384054,86
2592,2159,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4551865569,4548797779,64102818072,677091189,92
2593,2807,D,,,,4550658971,4550658971,59931888609,835796340,103
2594,2389,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4548169424,4548169424,64278040875,875231742,86
2595,3534,D,,,,4547774183,4547774183,61298868335,539593725,103
2596,3463,D,,,,4545521172,4545521172,57198007922,770347373,102
2597,3647,D,,,,4545495744,4545495744,54485097381,707193556,112
2598,2406,D,,,,4536380661,4535005907,1.15501E+11,994418502,89
2599,1441,D,,,,4524937461,4524937461,66364048033,1009115807,80
2600,2558,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4522822493,4516839757,2.78906E+11,1474237169,101
2601,1373,D,,,,4520276349,4520276349,1.13998E+11,1065667346,94
2602,2157,D,,,,4492597439,4487866707,85449058361,786911896,88
2603,2238,D,,,,4492521028,4492521028,72351160940,837674773,100
2604,2327,D,,,,4490673986,4487183173,44735707322,747536795,94
2605,2530,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4489020510,4487797917,55843732552,580844714,83
2606,3587,D,,,,4484893643,4484893643,98839408057,874594047,113
2607,2680,D,,,,4477827075,4206006086,44823389139,553801150,90
2608,2508,D,,,,4462606770,4462606770,1.16168E+11,962381424,83
2609,1720,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4461762477,4435194861,34700153398,600050962,68
2610,3127,D,,,,4461099951,4461099951,84528564747,911841809,103
2611,1237,D,,,,4459703801,4459703801,64626612876,849921821,101
2612,3579,D,,,,4454269391,4446651983,90288306958,720500733,111
2613,3598,D,,,,4453800368,4453800368,50059700100,750134072,113
2614,2348,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4447881029,4447881029,57649238732,735210590,99
2615,1085,D,,,,4437543829,4437543829,73925673794,947728596,83
2616,2004,D,,,,4414937405,4414937405,47782365654,868798316,86
2617,1920,D,,,,4412881745,4412881745,40140542765,667951496,99
2618,1683,D,,,,4412721776,4412721776,82588637945,897126503,91
2619,2356,D,,,,4411836815,4411836815,1.08539E+11,863789037,83
2620,2408,D,,,,4405039594,4405039594,79064175540,898154090,109
2621,1505,D,C13242 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4401427584,4401427584,71931162738,663856558,93
2622,3508,D,,,,4390471736,4390471736,84974443627,790556521,115
2623,1864,D,,,,4386930913,4365182970,97307282045,870443425,88
2624,3414,D,,,,4383010302,4383010302,63086219266,619151284,105
2625,1100,D,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4359860638,4355860321,19733400980,431953431,74
2626,1314,D,C13225 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4352912946,4326044196,32768289553,558730670,62
2627,3029,D,,,,4343723748,4339944808,79562820785,674839064,90
2628,2509,D,,,,4339146191,4339146191,49690716911,772747880,101
2629,3499,D,,,,4332687456,4332055763,46016961972,498894479,113
2630,2500,D,,,,4327241667,4325579086,1.46871E+11,1040483419,106
2631,2225,D,,,,4321279904,4317409359,72653050229,746198566,91
2632,2453,D,,,,4315979697,4301406203,1.87829E+11,1152504420,93
2633,1449,D,,,,4315117556,4315117556,1.33012E+11,950919718,84
