Governor ID,Governor Name,Power,DKP,Camp,KD,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,Trades,Credit Score,Clan
209835098,ᴿᵂ DuongBeo,22466236,57364,IV,3924,3650436,143469,14341,0,0,0,458677,,100.0,AL
207938366,клевый,27034911,36978,IV,3924,3044407,80090,3067,2471,0,0,260646,,100.0,AL
207275480,cocojambo,25294471,30408,IV,3924,569303,76020,7602,0,0,0,73841,,100.0,AL
206992661,GunnaGhøst,25225453,25850,IV,3924,1683519,61640,4970,597,0,0,57972,,100.0,AL
209836261,ᶲ Lady D,24303438,0,IV,3924,3185413,0,0,0,0,0,69079,,100.0,AL
207692611,RW It is I,33880354,0,IV,3924,4909184,0,0,0,0,0,15929,,100.0,AL
210434561,24 X҉ThuyAn2,22819901,0,IV,3924,284132,0,0,0,0,0,35651,,100.0,AL
209842652,Burak3523,20838688,0,IV,3924,1564803,0,0,0,0,0,1822,,100.0,AL
209833637,MANCH,28392234,0,IV,3924,1095570,0,0,0,0,0,2361,,100.0,AL
207688109,RWxLoneStar,21806060,0,IV,3924,2529751,0,0,0,0,0,107319,,100.0,AL
210371729,24 X҉ xANGELx,24827264,23101097,IV,3924,2407282,43503846,3888253,209761,363365,0,8222579,25.33,100.0,LW
210354561,ᴸnichii,23988541,21850443,IV,3924,2788870,40625189,3772282,124496,367757,0,4039673,46.09,100.0,LW
210922098,Zodiac Army,24768630,19872442,IV,3924,2031613,27485559,2622728,54479,589116,0,3918296,30.49,100.0,LW
210744133,Dirtyguido,27731718,17937553,IV,3924,-2589655,2845935,104537,89978,1107975,0,1800404,4.89,100.0,LW
209779749,ᴰᴷMajima,24237693,17138205,IV,3924,3852647,29394744,2184000,376992,308819,0,6295451,22.25,100.0,LW
210372799,24 CHEZCKO,27094086,15615729,IV,3924,1807861,2201640,194496,12834,980627,0,2181005,3.48,100.0,LW
209890750,Elephent,26446786,15401085,IV,3924,718415,8053474,274540,190712,826387,0,5644723,6.22,100.0,LW
209962010,マリーゴールド,29200479,14810879,IV,3924,1835456,5726734,345381,113546,819593,0,2518188,8.58,100.0,LW
209821264,ᴴᴰMIKOTO,20898475,12728133,IV,3924,498253,8883262,475997,205708,584471,0,4554826,8.64,100.0,LW
210661343,业๛ BREEZEメ,34015133,12702257,IV,3924,3622497,19585329,1364998,194368,353239,0,13230824,7.21,100.0,LW
207519309,曾甜3,34683620,12394677,IV,3924,2597562,13735846,1039638,0,549075,0,190560,92.86,100.0,LW
208145473,Vicentuss,28816869,12189359,IV,3924,2946837,11459064,787366,67879,557407,0,3336471,14.71,100.0,LW
210376336,24 X҉ Serelis,25685324,12046437,IV,3924,2156225,19639928,1055663,444643,225157,0,3187741,28.77,100.0,LW
209310262,GhoOosT,26393423,11793043,IV,3924,5028752,3723720,204092,84140,675685,0,3001965,5.06,100.0,LW
209321704,HOTBEAST,31895865,10003344,IV,3924,4537459,24226023,2422551,0,20876,0,1299258,91.76,100.0,LW
210399713,Izzy the Great,25200566,9138739,IV,3924,4521284,25529573,1644516,51295,136515,0,1971365,60.56,100.0,LW
207069617,Paulo21,24586432,8119994,IV,3924,3529795,2805213,248161,16072,464442,0,3616467,3.44,100.0,LW
210564758,lord ismail,24792379,8090570,IV,3924,1656138,2661360,122285,68253,461260,0,1634802,6.35,100.0,LW
210229272,Kandamiala,20316825,7944040,IV,3924,1963079,3680062,218450,74435,421726,0,2465650,6.37,100.0,LW
208108990,ᴰᴰAchille1,27779963,7555229,IV,3924,2733246,7024088,545341,78466,305947,0,1552761,18.9,100.0,LW
210437015,Almaspavlodar,24081708,7380147,IV,3924,3393643,2339660,192088,20939,426827,0,2205660,4.44,100.0,LW
210876904,Slim 15,25014116,6274578,IV,3924,2417842,6134769,453102,79830,244258,0,3149073,9.04,100.0,LW
209326871,ᴸᵂ Greek,23930775,6175375,IV,3924,3266325,11739682,1056180,56947,92079,0,4851404,11.87,100.0,LW
210142805,Olly25,28301852,6074970,IV,3924,3588111,8157270,469815,65445,236084,0,4661862,8.33,100.0,LW
208622212,Ulvsbane,35852934,5247154,IV,3924,4075343,4770906,290621,91973,210996,0,1793473,11.9,100.0,LW
209509609,Ryyysiek,27528967,5015482,IV,3924,1922503,4744352,291198,90202,196578,0,3223386,6.94,100.0,LW
208821197,ᴰᴾJoe Black,25941549,4509792,IV,3924,5451457,518907,27533,12175,285194,0,1221564,1.72,100.0,LW
207122584,HOY PINOY FARM,21971522,4252194,IV,3924,1059974,1577710,105911,25930,237950,0,847074,7.27,100.0,LW
210432369,Lệnh Hồ 55,31701962,4230220,IV,3924,3870403,6515321,571220,29798,109824,0,3251351,9.69,100.0,LW
209657050,EevisM,26576025,3986116,IV,3924,1406736,3382012,194554,71628,166108,0,3260230,4.94,100.0,LW
210394588,24 X҉ Tường,25286384,3858405,IV,3924,3532272,6320869,560715,34503,84701,0,4305220,7.2,100.0,LW
210084771,Bshusttt,21015068,3452110,IV,3924,314625,2023050,81905,60200,168166,0,2382209,3.97,100.0,LW
210372642,NTThaSN,25658994,3388086,IV,3924,3638628,4442438,408489,0,116942,0,1153564,17.48,100.0,LW
210373350,ero3,24361708,3161507,IV,3924,2327446,6195476,435118,92071,33355,0,3629692,8.46,100.0,LW
209322462,ˣPoseidon,27635337,3139705,IV,3924,3246124,1648386,141545,11462,163927,0,1363996,5.39,100.0,LW
210441175,gaberner,22379855,3085217,IV,3924,2217965,1755729,107908,33676,154455,0,2916145,2.86,100.0,LW
210209380,King Bismarck,24778248,2951116,IV,3924,2534416,4085700,278974,57120,84268,0,1978166,9.91,100.0,LW
209806538,ANNY20,22217679,2915486,IV,3924,886035,1595405,128064,15608,149810,0,1700929,4.31,100.0,LW
210445136,24 x Đệtam,34295726,2817016,IV,3924,3598331,6503840,525864,62260,6064,0,1333331,24.28,100.0,LW
204517431,ThienDi,25072072,2697821,IV,3924,281284,3384740,338474,0,89595,0,3903407,4.24,100.0,LW
209709756,aj rimmer,20140039,2583963,IV,3924,679820,1216934,106087,3887,141383,0,453096,10.24,100.0,LW
210210393,Zhâk,26762592,2544710,IV,3924,1393050,4942220,339745,71125,31632,0,2127480,11.45,100.0,LW
210376765,BEYAZID 55,21071401,2349950,IV,3924,1306667,3635172,326160,5693,65892,0,3013524,5.9,100.0,LW
210376950,NightStarr,24846771,2346742,IV,3924,2284618,1722735,115448,18950,113030,0,351954,18.52,100.0,LW
211856683,HOTBEAST II,22137165,1883732,IV,3924,1067361,4709805,470933,0,0,0,1353231,17.4,100.0,LW
209871082,Beb0,22964624,1759581,IV,3924,1063375,2577216,149099,53893,41617,0,2007681,6.29,100.0,LW
210434155,Secte,28874538,1651783,IV,3924,4216633,2920183,280387,1452,34381,0,843563,16.63,100.0,LW
210225102,humilde manco,20685446,1568437,IV,3924,1044957,2461470,168143,39002,33723,0,1677664,7.19,100.0,LW
207320759,QUADBREED,28281515,1506129,IV,3924,2461777,42660,4266,0,99271,0,1166933,,100.0,LW
209794039,ฝันดี,20163116,1466296,IV,3924,2917275,3265030,176209,75147,666,0,2436284,6.7,100.0,LW
209858936,RW Zill,22869113,1403654,IV,3924,1714048,619796,42786,9476,75850,0,912712,3.13,100.0,LW
210532839,Beelphegor,25826710,1325177,IV,3924,3051318,2273124,222398,825,28489,0,1377059,8.09,100.0,LW
210539282,Scriptor,25619189,1259105,IV,3924,3582397,2894489,288915,266,6719,0,1265203,11.38,100.0,LW
210533310,Vates,24833642,1140077,IV,3924,2904710,1968089,194128,1114,23495,0,1211650,7.97,100.0,LW
209743364,Secteryum,24851190,1105476,IV,3924,4621874,2745890,267469,3560,0,0,1004359,13.67,100.0,LW
210740345,Basiliscus,24580365,1091959,IV,3924,4334551,1867090,182401,2154,22721,0,925412,9.85,100.0,LW
210166542,Abcdefin,27482522,1008889,IV,3924,5365790,314300,4206,13612,57063,0,574881,2.49,100.0,LW
210195820,Pouce normaux,21003671,1005710,IV,3924,3460523,1521339,98830,12784,32170,0,2210679,3.39,100.0,LW
209449139,ᶜᵍDextrixs,20423707,956243,IV,3924,1634036,2015260,106722,47402,3689,0,1939715,5.18,100.0,LW
212007469,Ulvsbane2,27951139,915837,IV,3924,7422205,1024918,31123,35597,29025,0,587436,8.31,100.0,LW
209872477,Aryta,22996481,810006,IV,3924,2506367,689074,66229,1331,35452,0,535366,6.04,100.0,LW
210622572,Radamanthys,23189174,705608,IV,3924,2411757,1764020,176402,0,0,0,684992,12.88,100.0,LW
209686553,ATLAS007,25183571,559963,IV,3924,3908848,595870,12607,23490,18309,0,948114,3.08,100.0,LW
210189446,Angry R bear,22175323,548096,IV,3924,2713943,1274440,89124,19160,0,0,2004092,3.18,100.0,LW
210426611,Pé Chanh 2k6,22404724,460218,IV,3924,1583695,608780,13762,23558,11306,0,1358835,2.22,100.0,LW
209617120,NTTha farm,20402448,303788,IV,3924,1653397,759470,75947,0,0,0,977669,3.88,100.0,LW
207189272,ᴿSAURON,20939986,238003,IV,3924,2395224,755258,45437,290,3557,0,344780,10.84,100.0,LW
210370357,thegoathimself,21251945,207864,IV,3924,3088093,519660,51966,0,0,0,236720,10.98,100.0,LW
210398747,ÐarkKnight,20046673,193992,IV,3924,2410894,432710,22363,10454,0,0,602586,3.59,100.0,LW
210394486,sencerbatur,25021386,189546,IV,3924,3089016,472576,43309,1631,0,0,1234357,,100.0,LW
210401075,VoidAlbion,22366438,173342,IV,3924,2035910,1577832,31898,4575,0,0,679587,11.61,100.0,LW
210531865,Cyntra City,27120942,92428,IV,3924,3716913,211580,13362,3898,0,0,479590,,100.0,LW
210267199,De Noordzijde,20038473,64436,IV,3924,985610,133900,2514,5438,0,0,756378,,100.0,LW
208720515,ᴿᵂviva5555,22314888,33398,IV,3924,1322683,68280,742,3043,0,0,495001,,100.0,LW
211250823,ᴬᵈBethoven,23182561,30028,IV,3924,2206955,70930,5437,828,0,0,482196,,100.0,LW
208560935,ᶲ Aheles,28485545,20156,IV,3924,2399726,49280,4484,222,0,0,770458,,100.0,LW
211297033,ᴿᵂ DuongBeu,21920368,6880,IV,3924,3135629,14650,445,510,0,0,238576,,100.0,LW
210039896,Menezobrrr,20360700,3910,IV,3924,2531529,8940,560,167,0,0,49596,,100.0,LW
209757200,Quynhhxxihgaiii,27495566,3600,IV,3924,4972749,9000,900,0,0,0,231534,,100.0,LW
207748792,ᴷᴰ NirF,29153983,0,IV,3924,1290649,0,0,0,0,0,42918,,100.0,LW
209762988,ᴰᵀŞahmar,20146389,0,IV,3924,671368,0,0,0,0,0,1757,,100.0,LW
210393177,tao nè vn,26514008,0,IV,3924,2449506,0,0,0,0,0,100043,,100.0,LW
210313435,Aldo247,23886342,0,IV,3924,3477780,0,0,0,0,0,132786,,100.0,LW
210249125,Gopq,29397325,0,IV,3924,1743288,0,0,0,0,0,58578,,100.0,LW
210679087,Mitsumia,20663691,0,IV,3924,2138467,0,0,0,0,0,25366,,100.0,LW
211557716,ᴰᴾCyanide,22876350,0,IV,3924,2461898,0,0,0,0,0,0,,100.0,LW
210676287,Frenzy メ,25043781,52568043,IV,3924,2820244,108066780,10590777,33840,657769,0,1784896,221.21,100.0,SAL
210435381,Tôi VN,23120410,6058989,IV,3924,2466631,1484770,131511,0,368863,0,1750535,3.5,100.0,SAL
209853474,kurinin23,24469670,3077852,IV,3924,2989209,540683,41303,0,194176,0,534787,3.71,100.0,SAL
209299428,douby 7,24059224,2952468,IV,3924,3880037,8633558,559582,5393,44014,0,1713555,24.56,100.0,SAL
210152430,Sugeng 1,25727562,53876,IV,3924,2530671,229630,13469,0,0,0,421434,,100.0,SAL
207651897,24 X҉ Aureliaツ,20110853,34072,IV,3924,220359,85180,8518,0,0,0,20857,,100.0,SAL
209845456,Kyoto1773,22749614,8760,IV,3924,2080267,21900,2190,0,0,0,70176,,100.0,SAL
209619554,ᴹᴰDoC OcK,49406778,0,IV,3924,96300,0,0,0,0,0,0,,100.0,SAL
210013615,ᴹᴰLadyVic,29268883,0,IV,3924,2910376,0,0,0,0,0,362516,,100.0,SAL
210330736,Charli300,22806239,0,IV,3924,2014215,0,0,0,0,0,750,,100.0,SAL
210750053,KristianCor,26639968,0,IV,3924,871398,0,0,0,0,0,2558,,100.0,SAL
207979381,24 X҉ MuguiBoy,64295138,249163630,IV,3924,1246637,505789263,27112240,11680665,1593868,0,30936287,77.74,100.0,SL
207034573,24 X҉ HànLão,65456149,119722810,IV,3924,-3128563,253165515,17295595,3826314,818486,0,12982575,91.72,100.0,SL
208559123,Stflrs Mom,53249493,113355870,IV,3924,-1014579,244655773,18404875,3004547,646060,0,24361760,48.92,100.0,SL
207787522,ᴿᵂAmidamaru,54450180,102842285,IV,3924,15071631,238446827,19883660,1933041,265149,0,14329167,81.69,100.0,SL
207861650,ˣˣOldboy,53030811,88137057,IV,3924,-143484,183518167,10988848,3676946,494147,0,10451735,83.83,100.0,SL
208594000,Báolonf,52074226,80956989,IV,3924,8639427,175823248,12077906,2491168,515579,0,6098823,132.91,100.0,SL
204170130,24 X҉ Quýt,35254250,67882417,IV,3924,6716463,151431556,9158438,2962151,108477,0,8138843,91.81,100.0,SL
208208516,ᴿᵂBando,28334983,63295716,IV,3924,983013,125897774,8771194,1420577,933678,0,17517237,34.12,100.0,SL
208108254,Alex hub,35865763,61347867,IV,3924,5016842,127219165,11277658,715634,605393,0,18606480,33.11,100.0,SL
207000003,Takudooo,43612352,60323712,IV,3924,5405443,105744980,6386503,1992974,989864,0,6136730,74.19,100.0,SL
208651441,24 X҉ Tràツ,40074085,55489322,IV,3924,2275260,126679582,8907643,1370959,409944,0,11863382,51.61,100.0,SL
210133354,24 X҉  Zenith,41380529,51905649,IV,3924,5955111,104937748,5193701,2647312,310515,0,9866832,51.55,100.0,SL
209530219,24 X҉ SóiGià,36445961,48568230,IV,3924,3328103,98739873,7120430,966823,694552,0,34808997,13.91,100.0,SL
209521513,24X҉ Quả Cam,32900995,46533740,IV,3924,1392538,100824338,7400765,1203339,326486,0,9476741,51.42,100.0,SL
207317722,iryshka,36076680,44390165,IV,3924,2597378,97634986,7730560,890167,304417,0,22378979,21.52,100.0,SL
207038636,24 X҉ BossMilk,41375298,43776114,IV,3924,1192990,89535906,6307346,1156225,465632,0,15367351,28.28,100.0,SL
208591565,24 X҉ Chanh,35116795,42952208,IV,3924,3510453,91309894,5914677,1456280,315380,0,13846359,32.24,100.0,SL
209842542,ᴱᵂMr C,33215727,42462949,IV,3924,5703979,113821890,9493221,405823,28789,0,6689925,84.71,100.0,SL
209534514,24 X҉ Ney,30161880,42122999,IV,3924,3170965,86843490,6299276,680082,675005,0,12114172,33.95,100.0,SL
209435533,hiền hihi,33891114,38087728,IV,3924,2583943,77799536,4153457,1539266,405416,0,41134105,9.36,100.0,SL
210272139,Inf1n1ty,27425279,37019215,IV,3924,4962617,80431257,6239095,901383,203267,0,13073965,30.29,100.0,SL
209600107,LeONn,36204555,36349679,IV,3924,3560374,68247120,3112771,1848223,361091,0,7727821,42.19,100.0,SL
209645960,24 X҉ RITSARD,31579756,30531777,IV,3924,3268832,61100299,3722543,1185409,252501,0,7083033,41.65,100.0,SL
208638976,24 X҉ Roytitus,36925123,29740011,IV,3924,2941984,66805892,5311054,684341,110159,0,5262501,62.17,100.0,SL
209811971,peter graffi,27711592,28693004,IV,3924,1354394,45818063,2805471,710192,691280,0,10515246,20.44,100.0,SL
207317874,24 X҉ MONGOL,29070167,28391595,IV,3924,2766268,43269813,3771870,276477,702623,0,8143222,24.46,100.0,SL
210422456,Mảngo,22571891,27327874,IV,3924,1336761,6521242,454736,78647,1648164,0,4866521,5.01,100.0,SL
210082550,xFACAx,27240220,26971931,IV,3924,-254664,6044446,252404,175986,1613497,0,1938868,8.51,100.0,SL
