#,Governor ID,Governor Name,Camp,KD,Power,Power Diff,KP,T4,T5,Dead,Acclaim,Healed,DKP,Trades,Credit Score,Kill Points,Death Points,Heal Points
254,206389708,BOO BOO,III,3874,42943709,4026794,77848539,5736366,833605,756981,0,26070299,42636229,14.51,0,,,
263,205288617,ᵀᴬDucThinh,III,3874,38654012,338002,79885021,6183666,601417,697159,0,3980105,41206219,85.4,0,,,
265,203588195,IㄴSuperBuㄱI,III,3874,48162730,6966801,91540981,7418374,675825,298859,0,19606915,40914631,22.99,0,,,
269,203513996,ᵛⁿVawnNgocj,III,3874,45241122,2305938,88009844,6714983,1037205,205547,0,4783673,40315187,88.2,0,,,
277,203514059,IㄴVN TKienㄱI,III,3874,38104441,-4484363,23515538,2040263,109916,2020399,0,643446,39566197,44.14,0,,,
283,203694366,IㄴHaoHaoG2ㄱI,III,3874,29808146,-2214263,38988733,2939757,377162,1572132,0,3491465,39112628,38.5,0,,,
284,203899695,IㄴPeyzazhㄱI,III,3874,39147434,2775001,70372286,5545190,357232,889546,0,11602295,39096270,28.17,0,,,
288,196943684,Iㄴ白白ㄱI,III,3874,39201110,-658132,66231565,4555752,815122,833425,0,21585543,38875603,14.77,0,,,
289,204639376,SaiĐẹpChiu암,III,3874,39859981,453749,82702313,6543875,682507,391268,0,22730922,38869590,17.88,0,,,
290,204113536,Gurando08ⱽᴺ,III,3874,42219569,1173343,76635384,5835756,717387,545186,0,25903409,38694684,14.49,0,,,
294,203979183,GRIF1,III,3874,37474288,2828438,39324058,3161903,351455,1479963,0,8240421,38361607,20.23,0,,,
295,203565736,Phúc Rok74,III,3874,38304856,966800,82238113,6719860,690897,300546,0,4144829,38296600,92.5,0,,,
299,204678686,メWindyᴬᴱ,III,3874,40875915,863491,83977003,6249843,1073057,123343,0,3213627,37580087,125.83,0,,,
302,203675588,VnBạchHổ,III,3874,34771682,-3188100,36693181,2467233,400519,1559381,0,4191797,37264837,31.9,0,,,
309,206368339,VnHuyềnVũ,III,3874,20964670,-3278652,56626703,3356838,198589,1411438,0,5554703,36584812,40.64,0,,,
310,204669020,TuấnPm,III,3874,39760680,2920294,60221850,4522142,738807,730589,0,8191341,36435473,33.75,0,,,
318,203505447,IㄴXRayㄱI,III,3874,40707526,-1418685,71304565,5178164,573427,600946,0,13330706,35461116,25.59,0,,,
321,203778167,メXon,III,3874,41069775,7209765,78867075,5895457,990281,105416,0,6108889,35065878,63.46,0,,,
324,204289289,Shaazaar,III,3874,52705847,11009852,78226255,6252567,779087,128826,0,2927909,34733528,127.96,0,,,
328,206158499,Thưởngvn,III,3874,30243747,4070868,61921310,4714479,650837,605512,0,5687200,34448966,49.2,0,,,
333,202607792,㋡faraon69㋡,III,3874,30294262,802756,67319802,5159356,455741,591699,0,24086639,34070319,13.64,0,,,
335,200386844,thuwhawkillw,III,3874,31370456,3217054,71095230,5478135,579219,420152,0,24117071,34007010,14.49,0,,,
344,206020882,ˢᴿSMOSHI XXX,III,3874,39775338,1825283,55594842,4622406,441237,659475,0,3906290,32794119,60.88,0,,,
350,204482129,Súplơơ,III,3874,38862939,1489803,70354006,5506908,643578,257237,0,7748855,32321967,43.94,0,,,
363,203514324,IㄴQuậyㄱI,III,3874,35448294,-4609232,31571865,2481712,326729,1188281,0,2375947,31018353,44.29,0,,,
374,204085018,Bom nổ chậm,III,3874,38504734,796764,54614958,4376718,472301,540846,0,8366687,30342572,30.66,0,,,
379,199320883,IㄴShàdron27ㄱI,III,3874,25563066,-978840,52389856,4485599,66365,776771,0,1033963,30257611,144.66,0,,,
381,205442675,ᵂᶠVENOM,III,3874,42359569,6716948,49191992,3747031,569011,626899,0,4276264,30081719,50.16,0,,,
389,203514036,ᵛⁿᵉLạc,III,3874,40483820,4618640,45069182,3416765,299009,848732,0,23260670,29388130,9.35,0,,,
403,204665608,ᵛᶰÁc Quỷ,III,3874,57339978,7012352,64170608,5199447,604288,117389,0,2310106,28601503,132.17,0,,,
420,205085948,ᴳᴴDCNO12,III,3874,36599054,4446363,66783961,4565044,850404,69174,0,29697246,27801826,11.22,0,,,
454,203474784,IㄴHaoHaoG1ㄱI,III,3874,33702735,-1134845,18993547,1395640,192731,1246328,0,7462830,26204790,10.9,0,,,
455,204388395,Linh iuu,III,3874,32851390,1620739,39333352,2916555,395469,700316,0,16201860,26125650,11.64,0,,,
463,203886048,NT Hiếu Vân,III,3874,44654175,5376514,61498966,3960570,696042,174529,0,24356479,25420635,12.53,0,,,
474,206338506,Goneforgood,III,3874,14014552,-2254060,2863870,284757,815,1574381,0,886649,24762893,5.82,0,,,
486,206820436,Dmitriy8888,III,3874,28956410,-1209665,4113866,241894,83953,1500689,0,1589227,24317441,6.66,0,,,
492,206234225,SangTr,III,3874,21098545,-3957322,2780453,8702,134671,1507618,0,70660,23995788,8.81,0,,,
494,204477820,Ayrimen,III,3874,37701100,5970031,49078703,3684992,595902,215233,0,4857134,23927483,48.38,0,,,
498,206350438,IㄴPesiㄱI,III,3874,25568966,-6081430,16704451,861163,29800,1337823,0,1606056,23809997,28.37,0,,,
502,206825047,fafa696969 69,III,3874,32275171,-1383,3316359,289220,19276,1474131,0,2119904,23461605,4.61,0,,,
520,206837685,Demonshade,III,3874,35007285,6549901,60156139,5028934,131012,96258,0,20075301,22869726,14.91,0,,,
523,203858559,KIA,III,3874,43866228,1264959,6973336,594797,48882,1326753,0,2336726,22769303,9.52,0,,,
525,204755612,Longᴬᴱ,III,3874,37841443,2762658,51543523,3990215,508497,107148,0,6147722,22653050,41.2,0,,,
528,203830309,SuperHuy x Drag,III,3874,35182656,-1489483,44673410,3056232,147450,590381,0,5514957,22555143,36.59,0,,,
529,203518044,Iㄴtuấnㄱ,III,3874,54609693,4320807,33717876,2821765,263999,575098,0,5203733,22553520,29.17,0,,,
538,204217777,Ṗlu  ѴӼ,III,3874,47759867,1690683,20871837,1489278,222464,925555,0,3521665,22065077,23.47,0,,,
543,203733754,IㄴAniㄱI,III,3874,33800878,-4510296,7657493,339759,212959,1230357,0,526776,21943981,21.79,0,,,
545,203918054,NQP,III,3874,34840061,1770378,36152684,2805700,352503,475542,0,6775854,21880960,24.93,0,,,
555,206844147,king Mahfoudh,III,3874,30536013,-212071,3378780,76258,130810,1325032,0,1939108,21488612,5.18,0,,,
560,206869937,appa,III,3874,22217707,-4601746,6126014,250325,38996,1332502,0,166564,21378790,20.43,0,,,
572,203513973,Nguyễn Dungg,III,3874,42004685,2328967,32971983,2505339,364067,485390,0,3328777,20942876,43.22,0,,,
582,196920300,KOPI PAIT,III,3874,18909913,-3954068,12686394,902574,182997,1017722,0,1177837,20706096,28.89,0,,,
594,204818318,黃耀德,III,3874,39380392,3262523,41284980,3052006,520657,190023,0,4846421,20264939,40.99,0,,,
595,204308759,Tuấn 12,III,3874,27760693,-727614,3493017,340763,2537,1256909,0,2463827,20242057,4.69,0,,,
599,205947704,HinessVN,III,3874,27946852,1054579,38309455,3078911,318810,299698,0,3223401,19999214,54.37,0,,,
604,203844681,MewNè,III,3874,23039107,-4128238,10280777,694648,80568,1081095,0,971666,19800697,25.04,0,,,
605,203513945,IㄴOnekillㄱI,III,3874,49027441,12284692,39287127,2987619,451221,218932,0,1299891,19746666,129.33,0,,,
613,206232713,Chingchoong,III,3874,38602981,3362300,41416284,3235951,337786,215628,0,13920346,19556084,14.65,0,,,
614,206244163,Моооusе,III,3874,13094532,-3412894,1156193,101945,6793,1270159,0,658265,19528095,3,0,,,
625,206046064,Дэн33,III,3874,25027673,-1752586,1623840,147805,7289,1243109,0,283651,19310745,5.32,0,,,
627,206887092,ch Roger125,III,3874,28076300,-2979603,3474974,228252,58436,1186219,0,1424792,19290653,6.65,0,,,
632,206813747,Mariana28,III,3874,10987599,-249619,1228211,122008,0,1245432,0,813010,19169512,2.98,0,,,
636,206956593,ᴰʷLooooong,III,3874,33224143,3949711,46391974,4135676,182048,40167,0,8643689,18965689,26.71,0,,,
649,204563991,ᵂˢMinTLC,III,3874,34643548,2379846,35520425,2908454,314867,266102,0,4708211,18774016,35.7,0,,,
651,203908275,DũngE3,III,3874,11032124,-2590519,760470,62174,6934,1229953,0,643613,18767331,2.03,0,,,
652,206819570,IㄴᵛⁿbaotrㄱI,III,3874,21529671,1070243,14528958,858821,103927,951973,0,4579402,18754149,13.13,0,,,
658,206809120,øChinhNVø,III,3874,24216902,-855764,1944263,194028,0,1193289,0,507536,18675447,5.72,0,,,
660,203973171,BigMom シ,III,3874,34912302,4710584,36866694,2850863,183191,357091,0,23771633,18591727,7.64,0,,,
669,203702950,Fēniks,III,3874,36395672,4413323,23122097,2060501,117044,592491,0,2189869,18299809,41.55,0,,,
677,203872082,ᵛⁿʲYoukasn,III,3874,30727125,4249251,24851664,1834662,319808,501275,0,2589238,18055853,40.21,0,,,
683,206878059,ᵛᶰRasssta,III,3874,21384092,-4236420,1493470,149347,0,1156502,0,607450,17944918,4.23,0,,,
720,206858776,snorLax69,III,3874,17324623,-84478,4049962,324935,39215,1022100,0,2510717,17023390,5.73,0,,,
731,206509436,Uarora,III,3874,21746419,-2235280,1164402,113216,1524,1089153,0,401908,16805399,3.9,0,,,
735,206233856,ᴿᴼsyKilleR,III,3874,42654214,7041013,38512691,2651647,366501,162131,0,21136221,16703563,9.04,0,,,
739,203529598,DũngE1,III,3874,11764983,-1094895,1515840,36382,57601,1059161,0,4516154,16608953,1.36,0,,,
741,203603348,Hiro orio,III,3874,33961133,2495203,31478432,2122431,257326,366065,0,18286341,16553959,8.44,0,,,
756,215341697,OptimusFarm 3,III,3874,9955084,-303334,802146,38954,20469,1063200,0,380541,16308506,2.78,0,,,
763,215259470,OptimusFarm 4,III,3874,9902199,-19415,669296,7049,29940,1052965,0,380972,16122071,2.33,0,,,
767,208556099,ᶠᵗ Boluś,III,3874,15787825,-3620940,2189223,176415,0,1024124,0,254072,16067520,8.56,0,,,
769,203900335,Alqqakk,III,3874,35159110,3388542,21024508,1439805,243957,515175,0,16179926,15926415,6.3,0,,,
774,215182436,ˢʷMaria Em,III,3874,4884267,-1294096,340980,30838,1630,1048301,0,367924,15864167,1.2,0,,,
777,203911455,DũngE2,III,3874,10816736,-1539758,410990,36675,2212,1041667,0,445650,15793825,1.38,0,,,
785,206231284,VnGiảiTrãi,III,3874,29884811,-2436908,20795183,1543057,267521,456406,0,2169240,15693528,39.6,0,,,
805,207523960,VnKỳLân,III,3874,16553092,974503,2721386,131728,69180,937772,0,1783330,15285292,5,0,,,
812,206849203,Predator86,III,3874,25134976,1012684,5938137,400059,15486,891081,0,2874294,15121311,7.89,0,,,
814,203514365,IㄴHaoHaoG3ㄱI,III,3874,14367965,-841401,9460067,812118,16663,779411,0,317460,15106267,43.12,0,,,
815,215188448,OptimusFarm 1,III,3874,9622944,57651,1184674,76525,20943,969615,0,365304,15059755,4.44,0,,,
823,206235206,red lili,III,3874,10413926,-4089786,1109400,67614,21663,957802,0,3041,14854116,5.77,0,,,
828,203537445,Ƭᴹkiller,III,3874,35459025,3077741,32105972,2422113,350315,103262,0,12165485,14740532,13.08,0,,,
841,206856810,Hallur,III,3874,11231811,48766,652746,61283,1886,942336,0,723744,14399032,1.96,0,,,
847,208063458,Ánh farm,III,3874,6821866,-1940865,4745755,459305,6706,822252,0,315684,14238060,20.85,0,,,
852,204314242,Gurando08 fam4,III,3874,7484468,-2542188,1242201,84250,19985,903991,0,11646,14096715,6.78,0,,,
854,203924421,IㄴWaeslasㄱI,III,3874,21127700,-3496892,2228753,46604,88110,868340,0,0,14092616,12.83,0,,,
863,215175833,OptimusFarm 2,III,3874,9797783,210216,1021709,54257,23923,896146,0,363321,13898448,4.06,0,,,
874,215177697,ˢʷMaria Xíu,III,3874,5946742,-935662,236520,20760,1446,906380,0,179683,13693200,,0,,,
878,206921258,FradeSantos,III,3874,27086240,-2227593,1381338,117293,8719,871188,0,1437221,13624182,2.99,0,,,
881,207038516,adrianlopez,III,3874,25317088,4255508,18325731,1656254,86810,407104,0,5949338,13599676,14.42,0,,,
903,205256388,メShinVIPᴬᴱメ,III,3874,32493079,3708960,22478369,2040708,54351,306712,0,1820551,13307022,52.83,0,,,
904,207066583,Румун,III,3874,15698115,-3927417,545376,31476,11475,869573,0,1100,13284249,,0,,,
929,204556061,IㄴAmyㄱI,III,3874,35236017,-1825772,16835322,1382917,31174,469952,0,6069457,12892688,12.87,0,,,
944,204849800,メBOIBOI ᴬᴱ,III,3874,46304028,3129437,24178879,1771165,318843,159762,0,2973224,12669520,38.59,0,,,
947,206882745,شدد,III,3874,19963416,1719773,1932885,152290,9614,794376,0,1122734,12620940,5.04,0,,,
959,204143779,CẩmVân Farm,III,3874,6114969,-1424210,1959586,195935,0,776201,0,319170,12426755,8.94,0,,,
966,206467974,Fyrris,III,3874,22734943,-117938,10676287,726280,123612,545883,0,5915353,12329485,8.26,0,,,
967,206866149,MAYA RASTA,III,3874,10431508,-70401,702606,70241,0,796145,0,2062694,12223139,1.23,0,,,
970,206881972,Mario Milano,III,3874,22231631,3013791,13966695,1116567,132680,421229,0,6373924,12111503,10.28,0,,,
988,203917735,frBin3,III,3874,11427391,-2826866,980074,36169,30742,753229,0,279950,11750531,4.74,0,,,
998,203518478,IㄴNoBiㄱI,III,3874,43826061,-1483856,25596090,2020040,269747,53381,0,1432857,11578345,86.11,0,,,
1005,204658009,メMiu ᴬᴱ,III,3874,37351829,3018237,15665963,978300,293279,307298,0,1776054,11455460,37.6,0,,,
1015,203904011,IㄴOptimus PㄱI,III,3874,31130731,3227758,20760376,1499820,286665,164694,0,4776587,11336340,21.01,0,,,
1023,206879063,Правитель206879063,III,3874,14332502,1000458,834773,67825,7536,721446,0,1478929,11168350,1.9,0,,,
1045,206872903,Lncbao26,III,3874,9270070,-1176222,726902,65270,0,703715,0,383536,10816805,3.34,0,,,
1048,205157944,メBABE ᴬᴱ,III,3874,36864996,875525,16031986,969811,308488,252912,0,2396524,10757804,30.26,0,,,
1059,206227876,JongUn Kim,III,3874,31415403,-1506386,10170556,823305,22366,470964,0,1498167,10581340,25.82,0,,,
1066,206309764,lIJane,III,3874,26233365,-864463,20379084,1470248,17525,290325,0,154932,10411117,228.85,0,,,
1068,204542377,lconxyztrfarm,III,3874,23478987,455280,2006820,200682,0,638184,0,452354,10375488,9.2,0,,,
1079,205625765,Rockyy Balboa,III,3874,34376707,3546772,15972396,1341756,121028,240711,0,6306196,10187969,12.2,0,,,
1080,203746249,冷血NAMIKAZE,III,3874,44903122,8131927,7002940,438416,130939,474971,0,2538662,10187619,11.62,0,,,
1092,206872675,XXZAFERXX,III,3874,9107623,-3147830,307120,0,15356,658922,0,1460,10037390,,0,,,
1099,206254628,CBA rokgaming,III,3874,36845395,2678667,13006707,1144384,57593,321998,0,917467,9983436,52.47,0,,,
1110,205034877,IㄴFam MinMin6ㄱI,III,3874,3122819,-989041,237610,3343,10209,648429,0,452800,9841897,,0,,,
1112,206873189,vzglayd,III,3874,10107237,-825351,745172,68510,3001,634505,0,549594,9821625,3.15,0,,,
1116,205078912,SuperBi x Dũng,III,3874,38609040,960580,3992088,233147,29357,571460,0,4466664,9798058,3.96,0,,,
1118,206865918,Правитель206865918,III,3874,20276935,1347522,543277,53990,0,637807,0,472627,9783065,2.45,0,,,
1132,203477270,DoiMoiEmThoi,III,3874,15926448,99381,5787698,410312,69180,480509,0,2753999,9540683,8.95,0,,,
1137,206369483,Tekko F1,III,3874,29841071,1068862,13426082,986112,89306,305134,0,7992503,9414518,8.09,0,,,
1138,203887088,IㄴHaoHaoWoodㄱI,III,3874,6305913,-883655,2862487,253489,3361,556010,0,282496,9387716,17.07,0,,,
1139,205184202,Ánh 2,III,3874,5554539,-1679585,309190,6707,12106,615162,0,197400,9375318,1.9,0,,,
1141,206820439,ALEQAP,III,3874,5922434,-897055,372530,37253,0,614325,0,131392,9363887,2.5,0,,,
1152,204935384,IㄴFam MinMin8ㄱI,III,3874,2237148,-556101,122770,2759,4759,608970,0,320800,9193176,,0,,,
1163,206500055,Gurando08 fam2,III,3874,7392277,-1057292,825611,73886,4323,579355,0,367873,9029099,4.36,0,,,
1164,206814389,advocate1,III,3874,19887498,2915579,1265050,110591,7957,566278,0,1523840,9016104,3.03,0,,,
1166,204480743,IㄴFam MinMin7ㄱI,III,3874,5421809,-1421412,303806,7477,11445,589590,0,263150,8988208,1.78,0,,,
1168,203915667,Gừng1,III,3874,6409470,-1502569,230070,819,11094,588740,0,216644,8945316,,0,,,
1170,206242894,Toma Prime,III,3874,34044982,1250212,11952037,664640,179472,296876,0,133152,8906420,138.97,0,,,
1172,207837830,fafa696969 farm,III,3874,21480007,3978238,683281,51874,6991,573563,0,944085,8880851,2.25,0,,,
1185,206276739,HuyHiHung,III,3874,18733296,2129409,8346993,712334,15656,381738,0,953381,8731966,31.26,0,,,
1190,203553430,tom 1,III,3874,5946137,-1615625,874358,22517,17203,562531,0,984538,8700063,2.83,0,,,
1193,205191030,ˢᵏWindyF3,III,3874,1342005,-1357974,186190,18619,0,568518,0,189650,8602246,,0,,,
1195,205456183,Mochi DD,III,3874,4050486,-937928,223660,18176,2095,564297,0,294940,8558109,,0,,,
1198,208853193,appa4,III,3874,3958289,-682495,59720,5972,0,565975,0,0,8513513,,0,,,
1222,208853493,appa3,III,3874,4344406,-620697,52950,5295,0,547438,0,0,8232750,,0,,,
1244,206503281,Gurando08 fam14,III,3874,7342718,-1141336,230680,23068,0,525740,0,242150,7978372,,0,,,
1246,203623184,HUYSP,III,3874,21410952,2838651,11750000,938219,111386,202819,0,5123512,7909021,11.03,0,,,
1249,206831414,PEPEISOPE,III,3874,7655501,-308245,370455,37036,0,516113,0,83713,7889839,,0,,,
1251,203715460,BANK  KD3874,III,3874,22640737,478448,5814388,245910,152590,355739,0,4524809,7845625,5.96,0,,,
1256,206390509,IㄴSVAINZㄱI,III,3874,35150593,2119790,6856884,561795,61498,329643,0,2408962,7806805,12.52,0,,,
1269,206850935,BillVan,III,3874,10984487,826206,898398,75297,5949,484889,0,1262727,7634013,2.57,0,,,
1275,205173306,IㄴFam MinMin1ㄱI,III,3874,5576055,-1092713,308010,2929,13936,494209,0,239400,7564211,2.1,0,,,
1277,206502654,Gurando08 fam15,III,3874,7271681,-957694,193790,3881,7749,497170,0,211175,7550564,,0,,,
1278,205694488,Gurando08 fam12,III,3874,7457465,-935062,156541,4378,5638,497808,0,202250,7541012,,0,,,
1312,206760038,Santrix grom,III,3874,16170708,2157724,792389,75578,1121,457800,0,477344,7180522,4.24,0,,,
1318,207773511,appa2,III,3874,4223090,-508147,38100,3810,0,471835,0,0,7092765,,0,,,
1330,207078406,Mexico Azteca,III,3874,26979408,4956369,3017212,227134,35208,381408,0,3295210,6981736,4.1,0,,,
1332,215730592,NewDAY,III,3874,7207603,-132196,385007,35579,0,454501,0,416729,6959831,2.21,0,,,
1339,206386162,ᴬᵀMaxRbs,III,3874,29773004,3954470,10933736,878632,101814,153616,0,3069621,6836908,16.96,0,,,
1340,204730785,Nhungfammaf,III,3874,25149747,239144,1437823,96176,23637,413657,0,311001,6825929,9.92,0,,,
1347,204961187,Ánh3,III,3874,3891679,-910255,288540,2368,13243,441256,0,263150,6760742,,0,,,
1366,206526315,TomaFarm3,III,3874,1240340,-539729,189880,18988,0,436655,0,167875,6625777,,0,,,
1374,206814868,CNMQ7235,III,3874,9113389,-1245492,135714,13451,0,432039,0,0,6534389,,0,,,
1375,205462700,Mochi L,III,3874,4377299,-727954,189890,12999,2995,429549,0,284400,6525181,,0,,,
1384,206468450,HongNgoc,III,3874,21902594,80269,8236593,523248,101075,221531,0,6483245,6426707,6.14,0,,,
1390,206828819,ᵛᶰ giabao,III,3874,9440266,-1075525,435440,43544,0,414377,0,7153,6389831,,0,,,
1394,206878220,ANH VĂN,III,3874,21387278,5460191,2198480,183664,8526,369141,0,1521263,6357031,5.81,0,,,
1395,206235633,TomaFarm17,III,3874,26955456,-1478780,13664721,1109170,25330,110933,0,2308910,6353975,28.23,0,,,
1406,203514786,tom 3,III,3874,5254097,-902509,780120,0,39006,393465,0,3975122,6292035,0.89,0,,,
1417,205424493,ˢᵏWindyF4,III,3874,983461,-829560,107960,10796,0,411335,0,194375,6213209,,0,,,
1421,206901447,Alejandro 23o,III,3874,21460447,3471013,7516935,587915,53898,218016,0,1207349,6160880,26.37,0,,,
1425,206812168,mmmm32,III,3874,20809690,3153129,1763442,120791,27633,355486,0,1825181,6091784,4.04,0,,,
1426,206164396,Kjhgfdssf,III,3874,1089260,-931082,100410,8255,893,402046,0,344,6072640,,0,,,
1430,203912658,Thắng3,III,3874,10453574,-1785070,797382,1952,38893,376403,0,2064143,6042783,1.63,0,,,
1434,216421410,NewSex,III,3874,6896181,202804,339041,27316,0,393956,0,279079,6018604,2.52,0,,,
1438,206026762,ᵂᶠMezaaa,III,3874,36879518,3418496,9969538,847167,73840,124826,0,1125756,5999458,39.86,0,,,
1445,205448333,ᶦ Leika ˢᴼ,III,3874,27343415,2162886,5753715,445551,62737,234007,0,1985405,5919679,12.96,0,,,
1448,206830539,الرحمن,III,3874,6161318,-1398976,119430,11943,0,385441,0,0,5829387,,0,,,
1472,203513985,IㄴBANK 3874ㄱI,III,3874,10176844,-84720,3300360,166513,78399,280900,0,12480185,5663542,1.29,0,,,
1475,206468551,GuenPee,III,3874,23424468,297124,7869283,567512,64480,182329,0,6478364,5649783,5.91,0,,,
1478,206838796,ˢᴴメwestreosメ,III,3874,8168912,-792293,518205,42934,4429,360345,0,692666,5621201,2.46,0,,,
1480,198647993,K i n g  Ragnar,III,3874,24017988,119234,834936,46963,18228,347722,0,177252,5585962,7.95,0,,,
1481,206844957,100 nhà trọ,III,3874,9491123,-341398,8291716,747315,38843,146476,0,3276804,5574830,12.11,0,,,
1483,203619182,KEN V FARM 3,III,3874,3883438,-1300270,475440,17044,15250,356521,0,694510,5568491,2.26,0,,,
1486,206491069,Ánhđây,III,3874,26866055,-227725,9689551,962100,0,111358,0,1852,5518770,427.95,0,,,
1487,206324823,of kvk,III,3874,13291144,-1276980,710669,51059,0,353633,0,304578,5508731,5.4,0,,,
