Rank,Kingdom,Group,KvK,KvK Start,KvK End,Power,Power Capped,KP,Dead,CH25
2185,3522,C,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5377360027,5377360027,1.12267E+11,1051797881,119
2186,1733,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5376308561,5376308561,1.28793E+11,1374799057,107
2187,2453,C,C13186 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5373198650,3573954634,2.10932E+11,1049202155,93
2188,2465,C,,,,5373015569,5373015569,88511561170,1173338598,113
2189,1375,C,,,,5371956594,5371956594,80140607514,1280053676,101
2190,3476,C,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5369788098,5369788098,94180904161,883176674,137
2191,3575,C,,,,5368683763,5368683763,1.37552E+11,998574304,158
2192,3017,C,,,,5363909985,5363909985,1.45007E+11,1072315274,105
2193,3556,C,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5361250633,5361250633,1.13561E+11,977182724,105
2194,1019,C,,,,5361095860,4163001525,1.20477E+11,858142543,104
2195,2301,C,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5358337673,5358337673,1.54246E+11,1121040235,106
2196,2628,C,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5356002189,5356002189,1.88775E+11,1167791003,101
2197,1857,D,,,,5355384288,5355384288,1.00099E+11,983903116,105
2198,2924,D,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5353900760,5353900760,1.6437E+11,1295004037,86
2199,2322,D,,,,5353517515,5353517515,57775225256,983762343,94
2200,3554,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5352421102,5352421102,82024103754,780133259,133
2201,1772,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5349600054,5349600054,74531864761,937319341,127
2202,1431,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5348299189,5348299189,65811032990,960702930,96
2203,2447,D,,,,5346702514,5340399725,1.28579E+11,1309091633,84
2204,1896,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5346040156,5346040156,60931679954,1009224252,95
2205,1764,D,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5340779245,5340779245,40208880734,804457250,90
2206,2042,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5338568854,5338568854,54721104984,912509488,106
2207,2104,D,,,,5328007157,5322562881,1.00024E+11,1115003842,91
2208,3650,D,,,,5327591498,5327591498,48943574158,553113172,130
2209,2684,D,,,,5327051068,5327051068,76366090219,1098028483,117
2210,1454,D,C13199 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5323727312,5308773779,1.93046E+11,1518130981,108
2211,2491,D,,,,5317544753,4813757568,53271154946,716569782,85
2212,1849,D,,,,5315192932,5315192932,1.41816E+11,1197746161,112
2213,1504,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5314194257,5311592922,1.96112E+11,1291236172,101
2214,2932,D,,,,5310209164,5310209164,74593595593,1026977334,124
2215,3139,D,,,,5308610664,5308610664,1.87386E+11,1213407393,131
2216,1165,D,,,,5307870386,5307870386,40705360351,737542298,104
2217,1723,D,,,,5303897876,5021209016,21236397156,454186159,108
2218,2942,D,C13191 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5301346518,5301346518,44085455293,935342547,119
2219,1693,D,,,,5301023711,5296167223,41376354348,837752594,100
2220,2411,D,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5298755389,5298755389,68342751879,956069309,110
2221,2996,D,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5296639685,5287027442,3.32891E+11,1297008125,119
2222,3339,D,C13215 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5296480248,5269034473,2.15656E+11,1121537878,126
2223,3311,D,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5293786060,4219400226,37450994915,607315260,105
2224,3200,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5292730116,5292730116,69010602093,846652077,119
2225,1512,D,,,,5288707022,5277198589,93002300374,1230986725,91
2226,3579,D,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5287219564,5280634406,1.03001E+11,818707914,124
2227,2406,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5284923132,5283552850,1.37111E+11,1209473893,106
2228,1914,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5278805760,5278607821,1.31529E+11,1260064692,112
2229,2106,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5276196996,3973458280,1.61499E+11,805726373,109
2230,2502,D,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5274773196,4802536468,92942763108,1066765583,95
2231,3744,D,C13246 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5273553832,5273553832,59021561281,554837722,135
2232,2877,D,C13193 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5271340711,5271340711,2.50929E+11,1433801766,110
2233,3223,D,,,,5268508330,5268508330,1.92169E+11,1195636129,105
2234,1273,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5266523953,5266523953,43072289581,935613726,104
2235,2645,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5265836041,5260198768,1.15145E+11,1054655840,105
2236,1462,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5263433287,5248452428,1.07445E+11,1125926071,115
2237,2882,D,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5262048963,5261016017,71347946385,811751357,86
2238,2789,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5261035298,5261035298,2.57619E+11,1274705466,136
2239,3866,D,C13206 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,5259258497,5259258497,33486296941,352924114,155
2240,1396,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5256584312,5256584312,45955918932,1018286854,85
2241,2853,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5249942730,5249942730,57675928869,782039549,94
2242,2592,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5249795111,5244028676,1.37098E+11,921739579,130
2243,2630,D,,,,5249595333,5248945710,98866808824,1071828129,109
2244,1803,D,,,,5249457260,5249457260,56147772904,855847353,110
2245,2438,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5246161605,5246161605,73305562195,799870288,121
2246,1692,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5245684320,5244224351,67720666103,821218322,112
2247,3598,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5241067737,5241067737,66526170703,892895636,129
2248,1610,D,,,,5239564567,5223711791,67416693638,857234278,84
2249,3445,D,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5237150943,5237150943,97621303146,805843759,119
2250,3375,D,C13183 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5234660884,5234660884,1.48858E+11,1196195636,113
2251,3469,D,C13195 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5232397151,5228737712,1.87651E+11,892596717,89
2252,1508,D,,,,5224603838,5224603838,1.05707E+11,910962142,73
2253,3887,D,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,5221693991,5221693991,24464348770,265796763,147
2254,3480,D,,,,5212902128,5212902128,61602743911,744138932,120
2255,2901,D,C13201 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5201446866,5201446866,1.52969E+11,1217715584,109
2256,2954,D,,,,5189528589,5189528589,1.09454E+11,1106672131,94
2257,2733,D,,,,5186739294,5186739294,93933592521,1011592424,129
2258,2136,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5185663511,5185663511,54542131074,882983395,103
2259,1711,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5182462466,5182462466,1.00503E+11,1040773633,92
2260,1021,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5177656281,5158816054,2.02271E+11,1428998431,96
2261,1168,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5176826386,5176041326,2.90662E+11,1497425814,130
2262,1466,D,,,,5166498935,5166498935,75477354676,899698975,103
2263,3015,D,,,,5166187252,5166187252,57579473009,924338175,118
2264,3024,D,,,,5164620865,5164620865,70092196418,871641615,120
2265,2295,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5163626900,5163626900,58712886215,959783409,109
2266,2740,D,,,,5159914218,5159914218,83980545482,1068691344,112
2267,2969,D,,,,5156382685,5156382685,54016930527,829061690,124
2268,1478,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5154770282,5059301175,87115406438,928979516,62
2269,3481,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5153789613,5153789613,72368864179,748713014,129
2270,1763,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5152961075,5152961075,86625182635,972906746,89
2271,1089,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5151369195,5151369195,1.43537E+11,1045534403,90
2272,3534,D,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5150330440,5150330440,67598006825,622076338,117
2273,2255,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5149708653,5137872329,62437162447,787357366,85
2274,3261,D,,,,5148836405,5148836405,1.6483E+11,1041557629,115
2275,2339,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5144958241,4941803692,66248390105,1017012531,91
2276,1697,D,,,,5141538033,5141538033,67739943010,875106681,93
2277,2515,D,,,,5139922659,5139922659,87603078757,941533731,90
2278,3335,D,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5139093332,3827985128,73656271882,560646021,92
2279,3172,D,,,,5138697556,5138697556,1.43153E+11,1177948050,104
2280,3405,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5136807184,3687770490,82096030810,747200753,98
2281,1717,D,C13211 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5135604731,5135604731,1.72999E+11,1234212950,109
2282,2667,D,,,,5135320041,5135320041,45793173405,633441298,129
2283,2131,D,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5129652696,5129652696,61690167515,711820824,89
2284,2967,D,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5124581933,5124581933,1.09668E+11,994559582,99
2285,2468,D,C13184 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5123690389,5123690389,2.49441E+11,1084526015,127
2286,1638,D,,,,5120030693,5120030693,45271059922,868468003,82
2287,3254,D,,,,5116798341,5116798341,1.07104E+11,1099500965,100
2288,2067,D,,,,5112565964,5104298326,93040639921,1105886477,89
2289,3344,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5111425083,5111425083,1.38574E+11,912752351,108
2290,3206,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5108975296,5108975296,68870400053,895854928,123
2291,3871,D,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,5106631478,5106631478,21272862297,308205196,170
2292,1917,D,,,,5098685678,5098685678,53953215422,766035211,153
2293,1028,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5095345625,5092726647,58546012502,779105604,85
2294,2805,D,,,,5090328594,5090328594,60299524715,726972879,120
2295,2437,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5084347815,5084347815,96121356787,995750775,108
2296,1727,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5084054131,5063723843,74979562689,699690357,112
2297,1722,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5083856640,5083856640,1.95598E+11,1235923520,125
2298,2644,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5083063240,5083063240,86348695291,821753804,102
2299,2556,D,,,,5079930364,5079930364,81964248525,923224838,106
2300,3716,D,,,,5078329817,5078329817,55662043585,581282861,104
2301,1669,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5067505998,4469243316,63691666747,811613420,85
2302,1254,D,,,,5065607891,5065607891,91510419649,1027270485,102
2303,1873,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5061883199,5061883199,70022908767,939510046,130
2304,1497,D,,,,5060385563,5060385563,1.0514E+11,1303944195,105
2305,1598,D,C13240 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5059782730,5055458505,1.53545E+11,1086561082,100
2306,2898,D,C13245 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5059025105,5059025105,87583743954,1052171703,108
2307,2166,D,,,,5053315706,5043002828,50388352883,801173201,100
2308,1743,D,,,,5052836775,5052836775,82818318159,1003648315,100
2309,3101,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5051895538,5051895538,88167803859,1038833219,116
2310,3545,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5051734954,5051734954,83315520622,949294341,134
2311,2460,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5050594592,5050594592,56162453802,824051171,111
2312,3082,D,C13203 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5047491883,5047491883,83720240188,873171988,109
2313,3550,D,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5040600910,4169477993,77393572096,686586106,98
2314,1901,D,,,,5040041600,5039860366,78056635433,762051932,103
2315,2077,D,C13194 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5039973049,5039973049,2.21862E+11,1353587716,109
2316,2639,D,,,,5036677836,5036677836,1.02854E+11,1177341708,100
2317,2584,D,,,,5034834733,5034834733,35851592440,798601580,112
2318,2770,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5030361422,5030361422,57308370211,775387176,96
2319,2534,D,,,,5027459601,5027459601,1.12317E+11,1032115929,133
2320,2095,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5023608558,5023608558,66337912771,838090930,129
2321,1738,D,C13241 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5023367454,5023367454,1.01951E+11,965223371,92
2322,1781,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5021945420,3055267248,1.4734E+11,657485102,97
2323,2348,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5015919462,3768016376,57843196490,636401675,101
2324,1809,D,,,,5015104448,5015045340,81567093286,936981483,99
2325,2214,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5014091345,5014091345,79312750215,778186044,103
2326,2270,D,C13191 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,5007476823,5007476823,63944240840,928012094,102
2327,2542,D,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5006015025,5006015025,52766788691,830529496,106
2328,1855,D,,,,5005944403,5005944403,84302947510,1031592568,113
2329,2002,D,,,,5004005017,4988794639,1.01781E+11,909058510,93
2330,1636,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,5003473686,5000403147,1.04833E+11,942180604,115
2331,1023,D,C13228 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4993824542,4993824542,1.16739E+11,959926463,115
2332,1441,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4988587096,4558558159,68180227023,1024569980,82
2333,1439,D,,,,4986106512,4983391824,1.03974E+11,901989887,89
2334,1545,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4983550834,4977998352,2.78172E+11,1512511085,104
2335,2850,D,,,,4983489503,4983489503,87447430423,1017681687,115
2336,1014,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4980084397,4980084397,34246078225,528118046,135
2337,2474,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4978031462,4974111132,1.29807E+11,1130139942,79
2338,1899,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4976957087,4976957087,93289009441,1143793627,96
2339,2689,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4975928113,4975928113,97953833630,1034153824,105
2340,2547,D,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4975131075,4975131075,1.2683E+11,1221000431,94
2341,1412,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4973584552,4973584552,77276418870,1175651398,100
2342,3396,D,,,,4972195521,4972195521,44954003283,595219806,132
2343,2383,D,,,,4970622238,4970622238,44072881855,740958751,103
2344,1808,D,C13223 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4969864570,4969864570,36824698620,745983742,82
2345,2722,D,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4967862946,4967862946,65771850211,891767781,114
2346,2631,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4967852279,4967852279,1.12101E+11,1100853312,107
2347,1488,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4963808511,4963808511,94262005829,1061907314,81
2348,3103,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4960422495,4960422495,75283010936,728070555,110
2349,3580,D,,,,4955182559,4955182559,88075360077,729994437,142
2350,3740,D,C13229 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4952706199,4952706199,37934909794,502530215,135
2351,2550,D,,,,4947483147,4947483147,18306975176,761352840,129
2352,1704,D,,,,4940846686,4934529527,1.10071E+11,918195420,76
2353,3629,D,,,,4939214065,4939214065,62588048910,765581632,168
2354,1991,D,,,,4936209101,4932462869,93785674091,1003775190,92
2355,1558,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4932547278,4909577757,95200294349,1209003150,77
2356,1029,D,,,,4931724251,4923091177,2.39316E+11,1296303075,101
2357,1963,D,C13247 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4926373197,4926373197,89966999558,1045679279,91
2358,3106,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4922237389,4080958375,53678689714,662890978,110
2359,2531,D,,,,4921183945,4921183945,29201380959,765411581,107
2360,3681,D,,,,4920573146,4920573146,40337168028,512885411,121
2361,1237,D,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4919852641,4919852641,73491409044,974192887,109
2362,2530,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4916546467,3817978923,55866106671,413888843,84
2363,3421,D,,,,4914604516,4914604516,1.27071E+11,812005015,130
2364,2496,D,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4905168927,4905168927,1.0985E+11,1062553661,94
2365,3148,D,,,,4901698728,4901698728,46891184019,812906532,110
2366,2977,D,,,,4896361674,4890946417,2.12945E+11,1041365868,101
2367,1172,D,,,,4896164318,4896164318,1.23851E+11,1051173250,90
2368,2147,D,C13218 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4893840440,4575226205,1.14231E+11,941378708,92
2369,3888,D,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,4891335551,4891335551,25760676714,313984570,158
2370,1234,D,,,,4890487662,4890487662,66976611552,1116100684,111
2371,2712,D,,,,4887262586,4887262586,58958062951,717972567,102
2372,2512,D,C13185 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4882299422,4882299422,92624972504,1026677288,102
2373,2561,D,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4882242554,4882242554,87000047282,847859151,103
2374,1825,D,,,,4879966374,4879966374,87057366553,1088241000,80
2375,2430,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4876961178,4876961178,63616933965,736032384,94
2376,1628,D,C13190 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4875781699,4609056480,55648551393,795264261,84
2377,2129,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4874967931,4874967931,48556922908,619469375,97
2378,1263,D,,,,4869697045,4869697045,60251456473,818460575,94
2379,2220,D,C13230 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4864892525,4864892525,1.11085E+11,1019794339,98
2380,1560,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4864051092,4864051092,1.74693E+11,1046163038,86
2381,1264,D,,,,4863838330,4863838330,1.1481E+11,1236344812,89
2382,2604,D,,,,4863615650,4863615650,1.8025E+11,1055844479,105
2383,2114,D,,,,4856597670,4856597670,2.27924E+11,1374810510,111
2384,2559,D,,,,4854090993,4854090993,1.15674E+11,1131013290,120
2385,1677,D,,,,4852913950,4852913950,1.28823E+11,1220373858,86
2386,2364,D,,,,4852879760,4852879760,55886260333,905826614,91
2387,1160,D,C13191 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4851971710,4426327587,65579853728,1020497814,92
2388,2265,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4850800907,4850800907,1.45213E+11,922385399,105
2389,2699,D,C13205 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4847028324,3548916475,44919350934,604105046,95
2390,3285,D,C13222 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4844070036,4844070036,82722178775,759253172,112
2391,1714,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4836129576,4476605779,1.19274E+11,901644116,100
2392,1210,D,,,,4835710625,4834911946,1.42995E+11,1193782281,95
2393,3883,D,C13207 (Battle),2026-06-11T00:00:00.000Z,2026-08-08T00:00:00.000Z,4835072045,4835072045,52934638775,326535405,140
2394,2839,D,,,,4834077161,4831096563,1.15277E+11,938031919,89
2395,3140,D,C13244 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4833684010,4754985057,1.57597E+11,892632688,116
2396,2944,D,C13220 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4830943810,4830943810,63420546248,783950314,130
2397,2395,D,,,,4830229412,4820474352,1.46384E+11,1061154205,101
2398,2587,D,C13191 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4827674594,4827275633,16590044912,391357789,91
2399,2704,D,,,,4826371868,4826371868,1.39474E+11,981839516,96
2400,2881,D,C13204 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4826352556,4826352556,82017195727,924256443,112
2401,1193,D,C13187 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4820403619,4792353510,2.22293E+11,1303451275,71
2402,3750,D,C13248 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4819985974,4819985974,23069379777,357560053,139
2403,1706,D,C13221 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4816220419,4816220419,1.6511E+11,1290015493,112
2404,2086,D,,,,4811728006,4811728006,80008894185,992313610,91
2405,1310,D,,,,4810265364,4810265364,79554133436,817799772,106
2406,3118,D,,,,4806328243,4806328243,1.02618E+11,867835428,130
2407,2356,D,C13189 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4804478022,4804478022,1.18976E+11,962311789,89
2408,2185,D,,,,4798500829,4798500829,63277660497,732923641,85
2409,1107,D,,,,4790178685,4790178685,51181590904,666169826,94
2410,3628,D,,,,4784619723,4784619723,1.02145E+11,867529966,108
2411,3179,D,C13227 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4779652018,4776242389,1.87134E+11,1020923801,117
2412,1346,D,,,,4777472935,4741865703,1.03112E+11,920977135,52
2413,2792,D,,,,4777048492,4777048492,73870643743,726349744,113
2414,3815,D,C13214 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4772743099,4772743099,66055493322,544042215,128
2415,3647,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4771053992,4771053992,65469628404,817393054,120
2416,2296,D,C13219 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4768075419,4768075419,1.98322E+11,1265209196,131
2417,3278,D,,,,4764110484,4757059458,1.48297E+11,903795349,129
2418,3127,D,C13188 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4757066592,4757066592,83546232501,969909050,115
2419,1571,D,C13224 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4754111971,4007100863,45768288362,548792060,87
2420,2309,D,,,,4753407119,4753407119,71621315533,859936975,101
2421,3742,D,C13217 (Battle),2026-07-03T00:00:00.000Z,2026-08-24T00:00:00.000Z,4738725277,4738725277,61148898242,617498792,115
2422,1125,D,,,,4738176741,4698610650,61670052393,647665172,81
2423,2533,D,,,,4735718000,4735718000,1.137E+11,1067968955,78
2424,2083,D,C13198 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4733371366,2060758086,73624343307,411357114,94
2425,3497,D,C13197 (Immigration),2026-06-05T00:00:00.000Z,2026-07-27T00:00:00.000Z,4727382271,4727382271,1.22123E+11,1033358422,108
